BIN,BBL,year,affordability_flag
3080008,3034410017,2017,4
3080009,3034410018,2016,4
3080009,3034410018,2017,4
3077183,3033740036,2016,4
3078939,3034130065,2016,4
3078939,3034130065,2017,4
3085004,3038210003,2017,4
3085004,3038210003,2018,4
3094230,3041900046,2017,4
3094230,3041900046,2016,4
3097063,3043130040,2017,4
3090705,3040890002,2017,4
3084271,3037670016,2016,4
3084268,3037670009,2016,4
3079114,3034190008,2016,4
3094560,3042080031,2016,4
3094562,3042080033,2018,4
3089063,3040080031,2017,4
3089063,3040080031,2018,4
3095284,3042450008,2017,4
3096714,3043030031,2017,4
3096714,3043030031,2018,4
3096714,3043030031,2016,4
3079892,3034380056,2018,4
3083818,3037210025,2018,4
3085771,3038500029,2018,4
3029892,3012030066,2016,4
3029892,3012030066,2017,4
3029892,3012030066,2018,4
3076592,3033500023,2016,4
3076516,3033480015,2017,4
3076516,3033480015,2018,4
3085067,3038220050,2016,4
3089311,3040210016,2016,4
3089311,3040210016,2017,4
3085069,3038220107,2017,4
3085069,3038220107,2016,4
3085361,3038340004,2018,4
3085353,3038330041,2016,4
3085789,3038510002,2016,4
3085789,3038510002,2017,4
3085782,3038500043,2016,4
3031951,3012480046,2018,4
3031431,3012380046,2016,4
3072944,3032090025,2018,4
3072944,3032090025,2017,4
3072944,3032090025,2016,4
3000000,3031580047,2017,0
3000000,3031580047,2018,0
3000000,3031580047,2016,0
2006477,2027620181,2018,4
2006477,2027620181,2017,4
2006477,2027620181,2016,4
2006475,2027620164,2018,4
2006474,2027620163,2018,4
2006473,2027620161,2016,4
2006473,2027620161,2018,4
3061727,3023090005,2018,0
3031131,3012310047,2018,4
3031131,3012310047,2016,4
3031131,3012310047,2017,4
3037182,3013860048,2018,4
3037182,3013860048,2016,4
3037195,3013860068,2017,4
3037195,3013860068,2018,4
3037195,3013860068,2016,4
3322225,3018080051,2018,4
3322225,3018080051,2017,4
3322225,3018080051,2016,4
3048743,3017580012,2018,4
3048743,3017580012,2016,4
3048744,3017580014,2018,4
3048744,3017580014,2016,4
3048741,3017580005,2018,4
3048741,3017580005,2016,4
3048742,3017580009,2018,4
3048742,3017580009,2016,4
3031132,3012310047,2017,4
3031133,3012310047,2017,4
3031133,3012310047,2018,4
3031133,3012310047,2016,4
3031134,3012310047,2017,4
3031134,3012310047,2018,4
3322225,3018080051,2018,4
3322225,3018080051,2017,4
3322225,3018080051,2016,4
3043929,3016180003,2017,4
3043929,3016180003,2018,4
3043929,3016180003,2016,4
3093916,3041800006,2018,4
3093916,3041800006,2017,4
3093916,3041800006,2016,4
1078424,0,2018,0
1078423,0,2018,0
1078424,0,2017,0
3397983,0,2017,0
3397871,0,2017,0
3421587,0,2017,0
1078422,0,2017,0
1078423,0,2017,0
3069586,0,2018,0
3000000,0,2016,0
3256244,0,2018,0
3014352,0,2017,0
3069586,0,2017,0
3421674,0,2017,0
1078422,0,2018,0
1078424,0,2016,0
3397983,0,2018,0
3000000,0,2018,0
1014163,0,2018,0
3421674,0,2018,0
3397871,0,2018,0
3421587,0,2018,0
3251732,0,2018,0
1061767,0,2018,0
1078423,0,2016,0
1078422,0,2016,0
3136491,0,2016,0
3014352,0,2016,0
3069586,0,2016,0
3397983,0,2016,0
3397871,0,2016,0
3421587,0,2016,0
3014352,0,2018,0
2015143,2032370108,2018,4
2015143,2032370108,2017,4
2015143,2032370108,2016,4
3326478,3034680050,2017,4
3326478,3034680050,2016,4
2005521,2027070042,2018,4
2005606,2027090034,2016,4
2011996,2030690024,2018,4
2011996,2030690024,2016,4
2012772,2030980050,2017,4
2012772,2030980050,2018,4
2011846,2030610070,2017,4
2011846,2030610070,2016,4
2008383,2028620008,2016,4
3041173,3015170002,2018,4
3041173,3015170002,2016,4
3041173,3015170002,2017,4
3041175,3015170007,2017,4
3041175,3015170007,2018,4
3053174,3018470037,2017,4
3041563,3015280023,2017,4
3041563,3015280023,2018,4
3041563,3015280023,2016,4
1059745,1019870041,2018,4
3000000,3070480006,2018,3
3000000,3070210016,2018,2
3000000,3069780022,2018,3
1006860,1004680020,2016,4
2088244,2028450047,2018,4
1060456,1020300029,2016,4
1060456,1020300029,2018,4
1060456,1020300029,2017,4
1058363,1019220001,2017,4
1058363,1019220001,2016,4
1058363,1019220001,2018,4
1060891,1020470020,2018,4
1060891,1020470020,2017,4
1060891,1020470020,2016,4
1061170,1020540022,2018,4
1061170,1020540022,2017,4
1061170,1020540022,2016,4
3037370,3013910039,2018,4
3037370,3013910039,2017,4
3037370,3013910039,2016,4
3043473,3016070055,2017,4
3043473,3016070055,2018,4
2127144,2023720037,2018,4
1000000,1014350015,2018,4
1055008,1018230018,2018,4
1055008,1018230018,2017,4
1055008,1018230018,2016,4
1060377,1020250044,2017,4
1060377,1020250044,2018,4
1060377,1020250044,2016,4
1060379,1020250047,2017,4
1060379,1020250047,2016,4
1060380,1020250049,2017,4
1060475,1020310012,2018,4
1060475,1020310012,2017,4
1060475,1020310012,2016,4
1060473,1020310007,2018,4
1060473,1020310007,2017,4
1060473,1020310007,2016,4
1060531,1020330024,2016,4
1060531,1020330024,2017,4
2002159,2024300043,2017,3
2002159,2024300043,2016,3
2002156,2024300037,2017,3
2002156,2024300037,2016,3
2002082,2024260059,2017,4
2002082,2024260059,2016,4
2001008,2023410055,2017,4
2001008,2023410055,2016,4
2002575,2024490023,2017,4
2002575,2024490023,2018,4
2002575,2024490023,2016,4
2005392,2027000009,2017,4
2005392,2027000009,2016,4
1076474,1017750020,2018,4
1076474,1017750020,2017,4
1076474,1017750020,2016,4
1061204,1020570046,2017,4
2005385,2026990048,2017,4
2005385,2026990048,2018,4
2005385,2026990048,2016,4
2005343,2026960001,2018,4
2005343,2026960001,2016,4
2005343,2026960001,2017,4
2000000,2030140005,2017,4
2000000,2030140005,2018,4
2013096,2031180044,2017,4
2013096,2031180044,2016,4
2013244,2031300002,2018,4
1060375,1020250041,2018,4
1060375,1020250041,2017,4
1060382,1020250052,2018,4
1060382,1020250052,2017,4
1060383,1020250053,2017,4
1060399,1020260007,2016,4
5116656,5000130008,2018,4
5116656,5000130008,2017,4
5116656,5000130008,2016,4
3042163,3015510006,2017,4
3042163,3015510006,2016,4
3042198,3015510047,2016,4
3042198,3015510047,2017,4
3042231,3015520007,2016,4
3042234,3015520010,2016,4
3042235,3015520011,2018,4
3042235,3015520011,2017,4
3042235,3015520011,2016,4
3042249,3015520026,2016,4
3042260,3015520039,2018,4
3042260,3015520039,2017,4
3042260,3015520039,2016,4
3081523,3035510049,2018,4
3081523,3035510049,2017,4
3081523,3035510049,2016,4
3042228,3015520003,2017,4
3042228,3015520003,2018,4
3042228,3015520003,2016,4
3042227,3015520001,2017,4
3042227,3015520001,2016,4
3042005,3015420001,2018,4
3042005,3015420001,2017,4
3042005,3015420001,2016,4
3080851,3035100076,2017,4
3080851,3035100076,2018,4
3080851,3035100076,2016,4
3080852,3035110001,2018,4
3080852,3035110001,2017,4
3080852,3035110001,2016,4
3042028,3015420041,2017,4
3042028,3015420041,2016,4
3042027,3015420040,2016,4
3080829,3035100019,2017,4
3080829,3035100019,2018,4
3080829,3035100019,2016,4
3042240,3015520015,2016,4
3042246,3015520021,2017,4
3042246,3015520021,2018,4
2000000,2030160038,2018,4
1088453,1016350017,2018,4
1088453,1016350017,2017,4
1088453,1016350017,2016,4
1053697,1017260037,2018,4
1053697,1017260037,2017,4
1053697,1017260037,2016,4
1059403,1019550017,2017,4
1059403,1019550017,2016,4
1059415,1019580018,2016,4
1059415,1019580018,2017,4
1059415,1019580018,2018,4
1059421,1019580026,2018,4
1059421,1019580026,2016,4
1059421,1019580026,2017,4
1053811,1017280069,2017,4
1053811,1017280069,2018,4
1053811,1017280069,2016,4
1059445,1019580061,2016,4
1059445,1019580061,2017,4
1057902,1019120008,2017,4
1057902,1019120008,2018,4
1057902,1019120008,2016,4
1053578,1017240050,2017,4
1053578,1017240050,2016,4
1053578,1017240050,2018,4
1053615,1017250009,2018,4
1053615,1017250009,2017,4
1053615,1017250009,2016,4
1053701,1017260049,2017,4
1053701,1017260049,2016,4
1053701,1017260049,2018,4
1053702,1017260051,2017,4
1053702,1017260051,2018,4
1053703,1017260052,2018,4
1053773,1017280006,2018,4
1053773,1017280006,2017,4
1053773,1017280006,2016,4
1053802,1017280051,2016,4
1053802,1017280051,2018,4
1053802,1017280051,2017,4
1081379,1017280042,2018,4
1081379,1017280042,2017,4
1081379,1017280042,2016,4
1053829,1017290006,2017,4
1053829,1017290006,2018,4
1053829,1017290006,2016,4
1053810,1017280067,2016,4
1053810,1017280067,2018,4
1053875,1017290105,2018,4
1053875,1017290105,2017,4
1053875,1017290105,2016,4
1053821,1017280143,2018,4
1053821,1017280143,2017,4
1053821,1017280143,2016,4
1060001,1020060028,2017,4
1060001,1020060028,2018,4
1060001,1020060028,2016,4
1060000,1020060027,2017,4
1060000,1020060027,2018,4
1060000,1020060027,2016,4
1059995,1020060017,2017,4
1059995,1020060017,2018,4
1059995,1020060017,2016,4
1059994,1020060016,2017,4
1059994,1020060016,2018,4
1059994,1020060016,2016,4
1059993,1020060015,2016,4
1059993,1020060015,2018,4
1059993,1020060015,2017,4
1059992,1020060014,2018,4
1059992,1020060014,2017,4
1059992,1020060014,2016,4
1060009,1020060038,2018,4
1060009,1020060038,2017,4
1060009,1020060038,2016,4
1060020,1020070009,2017,4
1060020,1020070009,2018,4
1060020,1020070009,2016,4
3050556,3018020001,2016,4
3050556,3018020001,2017,4
3050556,3018020001,2018,4
3057453,3020000017,2018,4
3057774,3020170053,2018,4
3057774,3020170053,2017,4
3057771,3020170050,2018,4
3057771,3020170050,2017,4
3055123,3019240007,2017,4
3055123,3019240007,2018,4
3055123,3019240007,2016,4
3322103,3017750001,2018,4
3322103,3017750001,2017,4
3049513,3017750060,2016,4
3049506,3017750051,2018,4
3322108,3017760063,2017,4
3322108,3017760063,2018,4
3322108,3017760063,2016,4
3057711,3020160032,2016,4
3057718,3020160039,2016,4
3057752,3020170024,2017,4
3051158,3018140002,2018,4
3051158,3018140002,2016,4
3051163,3018140007,2018,4
3051164,3018140008,2018,4
3051164,3018140008,2017,4
3051165,3018140010,2017,4
3051165,3018140010,2018,4
3051215,3018150015,2018,4
3051215,3018150015,2017,4
3051215,3018150015,2016,4
3051216,3018150017,2017,4
3051025,3018100073,2018,4
3051021,3018100064,2017,4
3057451,3020000015,2018,4
3057451,3020000015,2016,4
3057451,3020000015,2017,4
3054928,3019110024,2017,4
3057883,3020200051,2018,4
3050731,3018050032,2017,4
3050735,3018050037,2018,4
3044063,3016200080,2017,4
3054993,3019140021,2016,4
3341855,3017740010,2017,4
3341855,3017740010,2018,4
3341855,3017740010,2016,4
3049490,3017750033,2018,4
3049490,3017750033,2017,4
3049490,3017750033,2016,4
3050647,3018030079,2017,4
3050647,3018030079,2016,4
3050647,3018030079,2018,4
3044486,3016290032,2017,4
3044288,3016250071,2017,4
3044288,3016250071,2016,4
3041261,3015200001,2018,4
3041487,3015260001,2017,4
3041487,3015260001,2018,4
3055232,3019280025,2017,4
3057450,3020000014,2017,4
3057450,3020000014,2018,4
3057450,3020000014,2016,4
3057421,3019990015,2017,4
3057440,3020000001,2016,4
3056664,3019790039,2016,4
3056664,3019790039,2017,4
3050452,3018000002,2017,4
3049207,3017690009,2018,4
3049207,3017690009,2016,4
3049207,3017690009,2017,4
3049208,3017690011,2018,4
3049208,3017690011,2017,4
1059740,1019870033,2017,4
1059740,1019870033,2018,4
1059741,1019870034,2016,4
1059741,1019870034,2018,4
1059741,1019870034,2017,4
1059742,1019870036,2016,4
1059742,1019870036,2017,4
1059742,1019870036,2018,4
1054344,1017630001,2018,3
1054344,1017630001,2016,3
1054344,1017630001,2017,3
1054345,1017640001,2018,3
1054345,1017640001,2016,3
1054345,1017640001,2017,3
1085294,1017640001,2017,3
1085294,1017640001,2018,3
1085294,1017640001,2016,3
1085296,1017640001,2018,3
1085296,1017640001,2016,3
3057842,3020190055,2018,0
2010608,2029830028,2016,4
2009001,2028780061,2017,4
2009001,2028780061,2018,4
2009001,2028780061,2016,4
2011977,2030680061,2018,4
2011977,2030680061,2017,4
2011977,2030680061,2016,4
1063173,1021310052,2017,4
1063173,1021310052,2018,4
1063173,1021310052,2016,4
2006430,2027620025,2016,4
2006430,2027620025,2017,4
2006430,2027620025,2018,4
2006427,2027620018,2018,4
2006427,2027620018,2016,4
2006427,2027620018,2017,4
2006426,2027620016,2018,4
2006426,2027620016,2017,4
2006426,2027620016,2016,4
2006433,2027620040,2018,4
2006433,2027620040,2017,4
2006433,2027620040,2016,4
2005944,2027400012,2016,4
2005943,2027400010,2016,2
2005106,2026850028,2018,4
2005106,2026850028,2016,4
2005106,2026850028,2017,4
2014915,2032250010,2018,4
2009012,2028780170,2018,4
2009012,2028780170,2017,4
2009012,2028780170,2016,4
2009013,2028780178,2018,4
2009013,2028780178,2016,4
2009013,2028780178,2017,4
2092007,2027130002,2017,4
2092007,2027130002,2016,4
2092007,2027130002,2018,4
2092008,2027130002,2017,4
2092008,2027130002,2016,4
2092008,2027130002,2018,4
2006535,2027630162,2018,4
2006535,2027630162,2016,4
3000000,3011180003,2018,2
1083986,1017360060,2017,2
1083986,1017360060,2016,2
1083986,1017360060,2018,2
1060435,1020290035,2018,4
1060435,1020290035,2016,4
1060834,1020450074,2016,4
1060868,1020460041,2018,4
1060868,1020460041,2016,4
1060577,1020340052,2018,4
1060577,1020340052,2016,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
3253907,3069790100,2018,4
3253907,3069790100,2016,4
3253907,3069790100,2017,4
2016915,2032960034,2018,4
2014819,2032190201,2017,4
2000000,2031790060,2018,4
3056589,3019740051,2018,4
3056589,3019740051,2016,4
3056589,3019740051,2017,4
3331517,3062640029,2018,4
3331517,3062640029,2017,4
3000000,3034320042,2017,0
1054039,1017500028,2018,0
1054049,1017500028,2016,0
3321975,3020030008,2018,4
3321975,3020030008,2017,4
3321975,3020030008,2016,4
3321974,3020030008,2017,4
3321974,3020030008,2018,4
3325185,3017000017,2016,4
3325185,3017000017,2017,4
3325185,3017000017,2018,4
2004501,2026330004,2016,4
2023992,2037430050,2016,4
2023992,2037430050,2017,4
2023992,2037430050,2018,4
2008827,2028760087,2018,4
2008827,2028760087,2016,4
2008827,2028760087,2017,4
2008828,2028760088,2018,4
2008828,2028760088,2017,4
2008828,2028760088,2016,4
2008796,2028760014,2018,4
2008796,2028760014,2017,4
2008796,2028760014,2016,4
2000000,2028317501,2017,4
3323630,3004610059,2017,4
3323630,3004610059,2016,4
3323630,3004610059,2018,4
3059729,3021480004,2018,4
3059729,3021480004,2017,4
1000000,1018310023,2016,0
2000000,2029480003,2018,0
2000000,2029480003,2017,0
3000000,3024280001,2018,0
3000000,3017680046,2016,0
3063379,3024380020,2017,4
3070688,3030080006,2018,4
3070688,3030080006,2017,4
3070688,3030080006,2016,4
3000000,3030400024,2018,4
3400412,3030220101,2017,4
3325861,3030630101,2018,4
3090031,3040610001,2016,4
3061501,3022760003,2016,4
3083741,3037090115,2018,4
3083741,3037090115,2016,4
3076062,3033220010,2016,4
3251914,3033090032,2016,4
3042587,3015670031,2018,4
3042587,3015670031,2016,4
3037641,3013990145,2018,4
3037641,3013990145,2017,4
3037641,3013990145,2016,4
3055580,3019480014,2016,4
3055580,3019480014,2017,4
3055580,3019480014,2018,4
3040206,3014980022,2017,4
3040206,3014980022,2018,4
3040207,3014980023,2018,4
3040207,3014980023,2017,4
3040207,3014980023,2016,4
3040208,3014980024,2016,4
3040208,3014980024,2017,4
3039376,3014650050,2017,4
3039376,3014650050,2018,4
3039376,3014650050,2016,4
3051745,3018250041,2017,4
3037639,3013990115,2017,4
3037639,3013990115,2018,4
3037636,3013990062,2018,4
3037636,3013990062,2016,4
3037636,3013990062,2017,4
1001177,1000760006,2018,0
3062549,3023750005,2018,0
1084530,1002467501,2016,0
3072212,3031710033,2017,0
2008501,2028670047,2018,4
2008501,2028670047,2017,4
2008501,2028670047,2016,4
1084305,1005590055,2017,4
1084305,1005590055,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3000000,3043750001,2017,4
3000000,3043750001,2018,4
3414048,3015037501,2018,4
3414048,3015037501,2017,4
2011111,2030280055,2018,4
2000000,2024197501,2017,0
2000000,2024197501,2017,4
2115864,2026900063,2018,4
2115864,2026900063,2016,4
2115864,2026900063,2017,4
2115864,2026900063,2015,4
3057921,3020270001,2017,4
3057921,3020270001,2018,4
3057921,3020270001,2015,4
3057921,3020270001,2016,4
2006421,2027620001,2015,4
2006421,2027620001,2016,4
3039306,3014630041,2018,4
3039306,3014630041,2017,4
3390995,3016250034,2015,4
3390995,3016250034,2016,4
3390995,3016250034,2017,4
1004650,1003870048,2018,4
1004650,1003870048,2015,4
1079061,1003950009,2017,4
1079061,1003950009,2018,4
1079061,1003950009,2015,4
1079061,1003950009,2016,4
1054869,1018070030,2018,4
2001152,2023590210,2018,4
2001152,2023590210,2017,4
2001152,2023590210,2015,4
2001152,2023590210,2016,4
3339097,3014950013,2015,4
1080650,1016220017,2018,4
1080650,1016220017,2015,4
4047515,4019320009,2016,4
2010202,2029620044,2017,4
2008461,2028660072,2017,4
2008213,2028500040,2018,4
2008213,2028500040,2017,4
2008213,2028500040,2015,4
2008462,2028660074,2017,4
1058898,1019410036,2016,4
1058898,1019410036,2017,4
1058898,1019410036,2018,4
1058898,1019410036,2015,4
1084051,1019400003,2017,4
1084051,1019400003,2018,4
1084051,1019400003,2015,4
1084051,1019400003,2016,4
1058870,1019410003,2015,4
1058870,1019410003,2016,4
1059459,1019590058,2017,4
1059459,1019590058,2015,4
1059459,1019590058,2016,4
1059459,1019590058,2018,4
1059458,1019590056,2015,4
1059458,1019590056,2016,4
1059458,1019590056,2017,4
1058844,1019400039,2017,4
1058880,1019410014,2018,4
1058879,1019410013,2016,4
1058879,1019410013,2015,4
1058879,1019410013,2018,4
1058878,1019410012,2015,4
1058878,1019410012,2016,4
1058877,1019410011,2017,4
1058877,1019410011,2015,4
4000000,4161390011,2017,3
2000000,2025240033,2017,4
2002068,2024260004,2018,4
2002068,2024260004,2016,4
2002068,2024260004,2015,4
2002068,2024260004,2017,4
2002069,2024260008,2016,4
2002069,2024260008,2015,4
2002069,2024260008,2017,4
2002070,2024260012,2017,4
2002070,2024260012,2018,4
2002070,2024260012,2015,4
2002070,2024260012,2016,4
2002519,2024470051,2017,4
2002519,2024470051,2016,4
2002737,2024560051,2016,4
2002615,2024500029,2016,4
2002616,2024500031,2016,4
2002616,2024500031,2015,4
2002219,2024330028,2017,4
2002219,2024330028,2015,4
2002219,2024330028,2016,4
2002219,2024330028,2018,4
2002218,2024330023,2016,4
2002218,2024330023,2015,4
2002269,2024340047,2016,4
2002269,2024340047,2015,4
2002269,2024340047,2018,4
2007791,2028160001,2018,4
2007791,2028160001,2017,4
2007791,2028160001,2015,4
2007791,2028160001,2016,4
2007805,2028160070,2015,4
2007805,2028160070,2016,4
2002179,2024320005,2017,4
2002179,2024320005,2015,4
2002179,2024320005,2016,4
2002179,2024320005,2018,4
2002521,2024470056,2018,4
2002521,2024470056,2015,4
2002521,2024470056,2016,4
2002776,2024570050,2018,4
2002694,2024530055,2015,4
2002694,2024530055,2016,4
2007978,2028310032,2018,4
2007978,2028310032,2016,4
2007978,2028310032,2015,4
2007978,2028310032,2017,4
5109139,5012720011,2018,4
5109139,5012720011,2016,4
5109139,5012720011,2017,4
5109139,5012720011,2015,4
1051436,1016010027,2018,4
1051436,1016010027,2017,4
1051436,1016010027,2015,4
1051436,1016010027,2016,4
3081764,3035590001,2018,4
3081764,3035590001,2017,4
3081764,3035590001,2015,4
3081764,3035590001,2016,4
3326497,3035730001,2018,4
3326497,3035730001,2017,4
3326497,3035730001,2015,4
3326497,3035730001,2016,4
3326556,3035880001,2015,4
3338525,3035870001,2016,4
3338525,3035870001,2017,4
3338525,3035870001,2015,4
3338525,3035870001,2018,4
3326589,3036010026,2017,4
3326589,3036010026,2018,4
3326589,3036010026,2015,4
3326589,3036010026,2016,4
3326534,3035740001,2015,4
3326534,3035740001,2018,4
3326534,3035740001,2017,4
3326495,3035730001,2017,4
3326495,3035730001,2018,4
3326535,3035740001,2017,4
3326535,3035740001,2015,4
3326536,3035740001,2017,4
3326536,3035740001,2015,4
3338527,3035870001,2018,4
3338527,3035870001,2017,4
3342594,3035870001,2017,4
3326506,3035750011,2017,4
3326506,3035750011,2018,4
3326506,3035750011,2015,4
3326506,3035750011,2016,4
3326538,3035740001,2017,4
3326538,3035740001,2018,4
3326539,3035740001,2015,4
3326539,3035740001,2017,4
3326540,3035740001,2017,4
3326540,3035740001,2015,4
3326540,3035740001,2018,4
3326505,3035750011,2018,4
3326505,3035750011,2017,4
3326505,3035750011,2016,4
3326505,3035750011,2015,4
3326557,3035880001,2018,4
3326557,3035880001,2017,4
3326558,3035880001,2016,4
3326558,3035880001,2018,4
3326558,3035880001,2017,4
3326559,3035880001,2015,4
3326559,3035880001,2017,4
3326560,3035880001,2015,4
3326560,3035880001,2016,4
3326560,3035880001,2017,4
3326561,3035880001,2017,4
3326592,3036010026,2017,4
3326592,3036010026,2016,4
3326592,3036010026,2018,4
3326592,3036010026,2015,4
3326499,3035730001,2018,4
3326499,3035730001,2015,4
3326507,3035750011,2018,4
3326507,3035750011,2017,4
3326507,3035750011,2015,4
3326551,3035880001,2015,4
3345302,3035730001,2017,4
3345302,3035730001,2016,4
3345310,3035730001,2017,4
3345310,3035730001,2015,4
3345303,3035730001,2015,4
3345303,3035730001,2017,4
3345304,3035730001,2015,4
3345305,3035730001,2015,4
3345305,3035730001,2017,4
3345306,3035730001,2017,4
3345306,3035730001,2018,4
3345306,3035730001,2015,4
3345307,3035730001,2018,4
3345307,3035730001,2015,4
3345307,3035730001,2017,4
3345308,3035730001,2015,4
3345309,3035730001,2015,4
3345309,3035730001,2017,4
3342590,3035870001,2017,4
3342590,3035870001,2015,4
3342592,3035870001,2017,4
3342592,3035870001,2018,4
3342592,3035870001,2015,4
3342593,3035870001,2017,4
3342593,3035870001,2015,4
3342595,3035870001,2017,4
3342595,3035870001,2015,4
3342596,3035870001,2018,4
3342596,3035870001,2015,4
3342598,3035870001,2018,4
3342598,3035870001,2015,4
3342598,3035870001,2017,4
3342599,3035870001,2015,4
3342599,3035870001,2017,4
3000000,3011290001,2018,2
3061828,3023130013,2018,0
2086465,2026530001,2018,4
1057700,1019060064,2017,4
1057700,1019060064,2016,4
1057700,1019060064,2018,4
1057700,1019060064,2015,4
1060413,1020260029,2017,4
1060413,1020260029,2018,4
1060413,1020260029,2015,4
1060413,1020260029,2016,4
1060845,1020450096,2015,4
1060845,1020450096,2017,4
1060845,1020450096,2018,4
1060845,1020450096,2016,4
1060854,1020460007,2018,3
1060854,1020460007,2017,3
1060854,1020460007,2015,3
1060854,1020460007,2016,3
1060602,1020360061,2017,3
1060602,1020360061,2015,3
1060602,1020360061,2018,3
1060875,1020460063,2017,4
1060875,1020460063,2016,4
1060875,1020460063,2018,4
1060875,1020460063,2015,4
1060872,1020460063,2017,3
1060872,1020460063,2018,3
1057492,1019030029,2017,4
1057492,1019030029,2018,4
1057492,1019030029,2016,4
1057492,1019030029,2015,4
1057558,1019040033,2015,4
1057584,1019040059,2017,4
1057584,1019040059,2015,4
1057584,1019040059,2016,4
1057584,1019040059,2018,4
1060412,1020260027,2018,4
1060412,1020260027,2016,4
1060412,1020260027,2015,4
1060412,1020260027,2017,4
1060411,1020260026,2017,3
1060410,1020260023,2018,3
1060410,1020260023,2017,3
1060410,1020260023,2015,3
1060410,1020260023,2016,3
1060409,1020260022,2018,4
1060409,1020260022,2015,4
1060409,1020260022,2016,4
1060408,1020260020,2015,3
1060408,1020260020,2018,3
1060408,1020260020,2017,3
1060479,1020310018,2018,3
1060479,1020310018,2017,3
1060479,1020310018,2016,3
1060511,1020320043,2017,3
1060511,1020320043,2015,3
1060511,1020320043,2018,3
1060511,1020320043,2016,3
1060847,1020450097,2015,3
1060849,1020450100,2015,3
1060849,1020450100,2016,3
1083964,1017180069,2018,4
1083964,1017180069,2015,4
1083964,1017180069,2016,4
3422148,3033480051,2017,0
3340264,3069620011,2018,4
3340264,3069620011,2016,4
3340264,3069620011,2017,4
3340264,3069620011,2015,4
3170453,3065080006,2015,4
1053549,1017240014,2018,0
1053549,1017240014,2015,0
1053549,1017240014,2016,0
1058563,1019280029,2015,4
1058563,1019280029,2016,4
1058563,1019280029,2017,4
3030090,3012080001,2017,4
3030090,3012080001,2016,4
2013579,2031520007,2017,4
2013579,2031520007,2018,4
2013579,2031520007,2015,4
2009934,2029480040,2017,4
2009934,2029480040,2015,4
2009935,2029480044,2017,4
2009935,2029480044,2015,4
2009935,2029480044,2016,4
1084006,1018220029,2016,4
1084006,1018220029,2018,4
1084006,1018220029,2017,4
1084006,1018220029,2015,4
1058309,1019210001,2018,4
1058309,1019210001,2015,4
1058309,1019210001,2017,4
1058309,1019210001,2016,4
4000000,4125290205,2018,4
1062836,1021190036,2017,4
1062836,1021190036,2018,4
1062836,1021190036,2015,4
1062836,1021190036,2016,4
1054510,1017780006,2018,4
1054510,1017780006,2015,4
1054510,1017780006,2016,4
4532559,4158900030,2017,4
4532559,4158900030,2018,4
4532559,4158900030,2015,4
4532559,4158900030,2016,4
3000000,3034190028,2018,0
3000000,3034190028,2016,0
2127782,2032800048,2018,0
2127782,2032800048,2017,0
2127782,2032800048,2016,0
1089709,1011057501,2017,0
1089709,1011057501,2018,0
1089709,1011057501,2016,0
2016441,2032800039,2018,0
2016441,2032800039,2017,0
2016441,2032800039,2015,0
2016441,2032800039,2016,0
1000000,1007790027,2018,0
4436427,4158950050,2018,2
4436427,4158950050,2017,2
4436427,4158950050,2015,2
4436427,4158950050,2016,2
1025181,1010410047,2018,4
1025181,1010410047,2015,4
1025181,1010410047,2017,4
3068246,3027410047,2018,0
3047617,3016820080,2016,4
3044569,3016320073,2018,4
3044667,3016370032,2018,4
3044667,3016370032,2017,4
3044667,3016370032,2016,4
3046012,3016590022,2018,4
3046012,3016590022,2017,4
3046714,3016680095,2016,4
3047277,3016780007,2018,4
3047277,3016780007,2015,4
3047277,3016780007,2016,4
3045249,3016470010,2017,4
3045245,3016470006,2016,4
3045245,3016470006,2017,4
3045245,3016470006,2018,4
3045827,3016560039,2018,4
3046204,3016620006,2018,4
3046204,3016620006,2016,4
3046204,3016620006,2017,4
3046162,3016610042,2017,4
3046162,3016610042,2015,4
3046164,3016610045,2017,4
3046164,3016610045,2018,4
3046164,3016610045,2016,4
3046165,3016610047,2018,4
3046165,3016610047,2015,4
3046165,3016610047,2016,4
3046168,3016610050,2018,4
3046551,3016670002,2015,4
3047201,3016770008,2018,4
3047201,3016770008,2017,4
3047201,3016770008,2015,4
3320309,3016770001,2016,4
3320309,3016770001,2017,4
2124373,2028760167,2017,0
2124373,2028760167,2018,0
2124373,2028760167,2015,0
2124373,2028760167,2016,0
1004386,1003730018,2018,4
1004386,1003730018,2017,4
4607744,4121830035,2018,4
1089438,1010907502,2017,0
1089438,1010907502,2018,0
1089438,1010907502,2016,0
1000000,1019110061,2017,4
3259317,3014580052,2018,4
