BIN,BBL,year,affordability_flag
2000000,2028620006,2018,0
2057725,2046590031,2018,4
2057725,2046590031,2017,4
1058228,1019180036,2017,4
1058228,1019180036,2018,4
1078025,1003820100,2018,2
1078025,1003820100,2017,2
1078021,1003820100,2018,2
3082458,3036090031,2018,4
3082458,3036090031,2017,4
3082484,3036100023,2017,4
3082484,3036100023,2018,4
3082693,3036200031,2018,4
3082710,3036210035,2017,4
3082415,3036080027,2017,4
3082415,3036080027,2018,4
3082416,3036080032,2017,4
1018044,1008790027,2017,4
1018044,1008790027,2018,4
1052863,1016820050,2018,4
1052863,1016820050,2017,4
1052501,1016610021,2018,4
1052501,1016610021,2017,4
1052867,1016830002,2017,4
1052984,1016890002,2017,4
1052984,1016890002,2018,4
1054775,1017960054,2018,4
1054588,1017850025,2017,4
1051598,1016150009,2018,4
1051598,1016150009,2017,4
1051599,1016150010,2018,4
1051599,1016150010,2017,4
1051591,1016140062,2018,4
1051589,1016140060,2018,4
1051589,1016140060,2017,4
1051588,1016140058,2018,4
1051587,1016140057,2018,4
1051606,1016150060,2018,4
1051606,1016150060,2017,4
1052483,1016600043,2018,4
1052871,1016830006,2018,4
1052871,1016830006,2017,4
1052885,1016830036,2017,4
1052883,1016830031,2017,4
1052883,1016830031,2018,4
1053044,1017090007,2018,4
1053044,1017090007,2017,4
1053046,1017090010,2018,4
1053026,1017080036,2018,4
1053026,1017080036,2017,4
1052926,1016870043,2017,4
1052926,1016870043,2018,4
1052319,1016440068,2018,4
1052319,1016440068,2017,4
1052331,1016440164,2018,4
1052331,1016440164,2017,4
1052313,1016440057,2018,4
1052594,1016660041,2017,4
1052594,1016660041,2018,4
1054541,1017830042,2017,4
1054541,1017830042,2018,4
1079434,1017860039,2018,4
1054430,1017720013,2017,4
1054430,1017720013,2018,4
1054457,1017720150,2017,4
1054446,1017720050,2018,4
1054446,1017720050,2017,4
1052025,1016340024,2017,4
1052025,1016340024,2018,4
1054448,1017720055,2018,4
1054448,1017720055,2017,4
1051581,1016140014,2017,4
1051581,1016140014,2018,4
2004395,2026220005,2018,4
2004395,2026220005,2017,4
4459312,4159260001,2018,4
4459310,4159260001,2018,4
4459310,4159260001,2017,4
4459308,4159260001,2018,4
4459306,4159260001,2018,4
4459306,4159260001,2017,4
4459313,4159260001,2018,4
4459313,4159260001,2017,4
4459311,4159260001,2018,4
4459309,4159260001,2018,4
4459309,4159260001,2017,4
4459307,4159260001,2017,4
4459307,4159260001,2018,4
4459305,4159260001,2018,4
4459305,4159260001,2017,4
4312847,4159260001,2018,4
4312847,4159260001,2017,4
4536731,4159260001,2018,4
4536731,4159260001,2017,4
3070455,3029220047,2018,0
2023769,2037370070,2018,4
2023768,2037370066,2018,4
2023768,2037370066,2017,4
2023767,2037370062,2018,4
2023766,2037370058,2017,4
2023766,2037370058,2018,4
2023765,2037370054,2017,4
2023765,2037370054,2018,4
2023764,2037370049,2018,4
2023764,2037370049,2017,4
3000000,3018140017,2018,4
3018666,3009340041,2018,4
3018666,3009340041,2017,4
3005985,3003890012,2018,4
3005985,3003890012,2017,4
3005986,3003890013,2017,4
3006284,3003950048,2017,4
3006284,3003950048,2018,4
2010934,2030100012,2018,4
2010934,2030100012,2017,4
2010935,2030100017,2018,4
2010935,2030100017,2017,4
1051662,1016210071,2018,4
1051662,1016210071,2017,4
1051802,1016280032,2017,4
1051802,1016280032,2018,4
1052187,1016380048,2017,4
1051658,1016210065,2017,4
1004704,1003900009,2018,4
1004704,1003900009,2017,4
3047588,3016820045,2018,4
3047588,3016820045,2017,4
3047697,3016830089,2018,4
3047695,3016830086,2017,4
3117105,3050990037,2017,4
3071834,3031390012,2018,4
3071834,3031390012,2017,4
3055591,3019480028,2017,4
3058003,3020310057,2017,4
3058003,3020310057,2018,4
3029544,3011760098,2017,4
3029544,3011760098,2018,4
2007254,2027840039,2018,4
1039803,1013450030,2017,0
1039803,1013450030,2018,0
4596261,4000720073,2018,0
3337867,3012830001,2017,4
3337867,3012830001,2018,4
1079983,1022000009,2017,4
1079983,1022000009,2018,4
1079981,1022000009,2017,4
1079981,1022000009,2018,4
1079982,1022000009,2018,4
1079982,1022000009,2017,4
3050979,3018100009,2017,4
3050979,3018100009,2018,4
2084350,2058141191,2017,0
2084350,2058141191,2018,0
2000000,2029600003,2018,0
2000000,2029600003,2017,0
2057423,2046470046,2017,0
2057423,2046470046,2018,0
1087719,1011710063,2017,0
2091250,2025070034,2017,4
2004594,2026470005,2018,4
2004594,2026470005,2017,4
2005098,2026840068,2017,4
2005098,2026840068,2018,4
2003034,2025040021,2018,4
2003034,2025040021,2017,4
2003188,2025110074,2018,4
2003188,2025110074,2017,4
3327787,3046110038,2017,4
3327787,3046110038,2018,4
3327785,3046110038,2017,4
3327785,3046110038,2018,4
1016894,1008570066,2018,4
1016894,1008570066,2017,4
1063353,1021370021,2017,0
1063353,1021370021,2018,0
2010058,2029560005,2017,4
2010058,2029560005,2018,4
1055039,1018240055,2017,4
1055039,1018240055,2018,4
1063548,1021440038,2017,4
1063548,1021440038,2018,4
2021304,2035190001,2018,4
2021304,2035190001,2017,4
2021311,2035190049,2018,4
2021311,2035190049,2017,4
2021310,2035190042,2018,4
2021310,2035190042,2017,4
2021309,2035190034,2018,4
2021309,2035190034,2017,4
2021305,2035190005,2018,4
2021305,2035190005,2017,4
2021306,2035190012,2017,4
2021306,2035190012,2018,4
2021307,2035190020,2017,4
2021307,2035190020,2018,4
2021308,2035190030,2017,4
2021308,2035190030,2018,4
2021304,2035190001,2018,4
2021304,2035190001,2017,4
1059285,1019500064,2018,4
1059285,1019500064,2017,4
1059284,1019500063,2018,4
1059283,1019500062,2018,4
1059283,1019500062,2017,4
1061048,1020510029,2017,4
1061048,1020510029,2018,4
1061171,1020540025,2017,4
1057502,1019030045,2018,4
1059330,1019530010,2017,4
1059330,1019530010,2018,4
1059329,1019530009,2018,4
1059329,1019530009,2017,4
1059327,1019530007,2017,4
1059327,1019530007,2018,4
1053554,1017240019,2018,4
1059564,1019670006,2017,4
1053518,1017230055,2018,4
1053518,1017230055,2017,4
1059558,1019660104,2018,4
1059357,1019530055,2017,2
1059357,1019530055,2018,2
1059358,1019530056,2018,2
1059358,1019530056,2017,2
1059432,1019580041,2018,4
1059432,1019580041,2017,4
2009764,2029350001,2017,4
2009764,2029350001,2018,4
2091169,2023730043,2018,4
2091169,2023730043,2017,4
2093522,2046410016,2017,4
2093522,2046410016,2018,4
5109250,5028710001,2017,4
5109250,5028710001,2018,4
5110026,5028710001,2017,4
5110026,5028710001,2018,4
5109251,5028710001,2018,4
5109251,5028710001,2017,4
1084066,1019550026,2018,4
1084066,1019550026,2017,4
1051401,1015940050,2017,4
1051401,1015940050,2018,4
1051402,1015940054,2018,4
1051402,1015940054,2017,4
1051403,1015940058,2018,4
1051403,1015940058,2017,4
1051404,1015940061,2017,4
1051404,1015940061,2018,4
1051405,1015940065,2017,4
1051405,1015940065,2018,4
1078798,1015940042,2018,4
1078798,1015940042,2017,4
1079744,1020010038,2017,4
1079744,1020010038,2018,4
1079752,1020010050,2018,4
1079752,1020010050,2017,4
1079747,1020010038,2017,4
1079747,1020010038,2018,4
1079750,1020010038,2017,4
1079750,1020010038,2018,4
1078799,1015940042,2018,4
1078799,1015940042,2017,4
1079745,1020010038,2017,4
1079745,1020010038,2018,4
1079746,1020010038,2017,4
1079748,1020010038,2018,4
1079748,1020010038,2017,4
1079749,1020010038,2017,4
1079749,1020010038,2018,4
1079751,1020010038,2018,4
1079751,1020010038,2017,4
4020316,4008940002,2018,4
4020311,4008930030,2018,4
4594754,4008940075,2018,4
4594757,4008940101,2017,4
1055196,1018300011,2018,4
1055196,1018300011,2017,4
3052337,3018330079,2017,4
3052337,3018330079,2018,4
3052670,3018380022,2018,4
3052670,3018380022,2017,4
3052046,3018290078,2018,3
3051637,3018230027,2017,4
3051637,3018230027,2018,4
3051785,3018260018,2018,4
3051787,3018260020,2018,4
3051787,3018260020,2017,4
3051788,3018260021,2018,4
3051788,3018260021,2017,4
3051790,3018260023,2018,4
3051790,3018260023,2017,4
3051795,3018260029,2017,4
3051795,3018260029,2018,4
3051979,3018290004,2017,4
3051979,3018290004,2018,4
3051494,3018200032,2017,4
3051646,3018230081,2018,4
3051646,3018230081,2017,4
3051695,3018240056,2017,4
3051688,3018240049,2017,4
3051688,3018240049,2018,4
3051746,3018250042,2017,4
3052379,3018340039,2017,4
3052379,3018340039,2018,4
3052381,3018340042,2017,4
3052412,3018350004,2017,4
3052412,3018350004,2018,4
2010364,2029700043,2017,4
2010364,2029700043,2018,4
2010362,2029700034,2017,4
2010362,2029700034,2018,4
2010361,2029700031,2018,4
2010366,2029700049,2017,4
2010366,2029700049,2018,4
2010493,2029760092,2018,4
2010493,2029760092,2017,4
2010492,2029760087,2017,4
2010492,2029760087,2018,4
2100759,2029760082,2017,4
2100759,2029760082,2018,4
2010252,2029640021,2018,4
2010252,2029640021,2017,4
2017875,2033300052,2018,4
2090447,2028610163,2017,4
2008112,2028440038,2017,4
2008112,2028440038,2018,4
2008110,2028440021,2017,4
2008110,2028440021,2018,4
2092057,2028450007,2018,4
2092057,2028450007,2017,4
2008122,2028450017,2018,4
2008122,2028450017,2017,4
2008143,2028460061,2018,4
2008143,2028460061,2017,4
2008123,2028450020,2017,4
2008123,2028450020,2018,4
2008124,2028450027,2018,4
2008124,2028450027,2017,4
2008147,2028470029,2018,4
2008102,2028430079,2018,4
2008102,2028430079,2017,4
2008121,2028450001,2017,4
2008131,2028450077,2017,4
2008130,2028450070,2018,4
2008130,2028450070,2017,4
2008021,2028380004,2018,4
2008152,2028470063,2018,4
2008152,2028470063,2017,4
2001707,2024010007,2018,4
2001669,2023980040,2018,4
2001669,2023980040,2017,4
2001667,2023980030,2018,4
2001353,2023740060,2017,4
2001353,2023740060,2018,4
2001352,2023740059,2018,4
2001352,2023740059,2017,4
2001348,2023740038,2017,4
2001348,2023740038,2018,4
2001720,2024010023,2018,4
2001720,2024010023,2017,4
3029606,3011780061,2018,4
3029606,3011780061,2017,4
3029605,3011780059,2018,4
3029604,3011780057,2017,4
3029604,3011780057,2018,4
1077623,1004150012,2018,4
3045992,3016580092,2017,4
3045992,3016580092,2018,4
3045991,3016580091,2017,4
3045991,3016580091,2018,4
3045821,3016560030,2018,4
3045821,3016560030,2017,4
3045823,3016560035,2018,4
3045922,3016580010,2017,4
3045202,3016460017,2018,4
3045205,3016460020,2017,4
3045217,3016460039,2017,4
3045217,3016460039,2018,4
3045533,3016520006,2018,4
3045532,3016520005,2017,4
3045532,3016520005,2018,4
3252482,3036160001,2018,4
3342623,3036160001,2018,4
3342620,3036160001,2017,4
3342611,3036150001,2018,4
3342605,3036150001,2017,4
3342613,3036150001,2018,4
3189551,3070580013,2018,4
3189551,3070580013,2017,4
3003578,3003190025,2017,4
3003574,3003190020,2018,4
3003574,3003190020,2017,4
3003573,3003190019,2018,4
3003569,3003190015,2017,4
3003569,3003190015,2018,4
3003565,3003190011,2018,4
3003565,3003190011,2017,4
1063978,1021660069,2018,4
1063978,1021660069,2017,4
2004293,2026140061,2018,4
2004293,2026140061,2017,4
3187125,3069110006,2018,4
3187125,3069110006,2017,4
2008620,2028690163,2018,4
2008620,2028690163,2017,4
2008619,2028690159,2018,4
3328020,3037370001,2017,4
3328020,3037370001,2018,4
3328019,3037370001,2017,4
3006621,3004130036,2017,4
3006621,3004130036,2018,4
3019401,3009470011,2017,4
3019561,3009490046,2018,4
3021559,3009920032,2017,4
3026397,3010980052,2018,4
3006362,3003990001,2017,4
3006598,3004110011,2018,4
3006598,3004110011,2017,4
3019691,3009520015,2017,4
3008043,3004680002,2017,4
3008043,3004680002,2018,4
3320930,3074470028,2018,4
3320928,3074470028,2017,4
3320929,3074470028,2018,4
1060529,1020330021,2018,4
2007712,2028090037,2018,4
2007712,2028090037,2017,4
2007713,2028090039,2018,4
1054195,1017530049,2017,4
3342588,3033590048,2018,4
3342588,3033590048,2017,4
1013499,1007530056,2018,4
1013499,1007530056,2017,4
2004133,2026030067,2018,4
2004134,2026030073,2018,4
2004135,2026030078,2018,4
2004135,2026030078,2017,4
3327967,3030720001,2017,4
3000000,3029120020,2018,0
3228923,3081440020,2018,4
3228923,3081440020,2017,4
1000000,1016160030,2017,0
1000000,1016160030,2018,0
1051691,1016230040,2018,0
5046266,5031570001,2017,4
5046266,5031570001,2018,4
3331545,3023650019,2018,4
2000000,2029600111,2017,0
2009344,2028900017,2018,4
2009344,2028900017,2017,4
2004817,2026680030,2017,4
2004817,2026680030,2018,4
2025348,2037760044,2018,4
2025348,2037760044,2017,4
2009376,2028920038,2017,4
2009376,2028920038,2018,4
2004715,2026620010,2018,4
2004715,2026620010,2017,4
2008610,2028690142,2018,3
2005107,2026850048,2018,4
2005107,2026850048,2017,4
2009071,2028790069,2018,3
2008883,2028770268,2018,4
2008883,2028770268,2017,4
2010387,2029710012,2017,4
2010387,2029710012,2018,4
2010388,2029710014,2017,4
2010388,2029710014,2018,4
2004825,2026690006,2017,4
2007493,2027990018,2017,4
2007493,2027990018,2018,4
2004818,2026680033,2018,4
2004818,2026680033,2017,4
2004848,2026690047,2017,4
2004848,2026690047,2018,4
2109440,2029030003,2018,4
2109440,2029030003,2017,4
2114113,2029340023,2018,4
2114113,2029340023,2017,4
1005512,1004160025,2018,4
1004138,1003450014,2018,4
1004138,1003450014,2017,4
1056548,1018740052,2017,4
3045833,3016560048,2018,4
3045833,3016560048,2017,4
3051638,3018230029,2017,4
3051638,3018230029,2018,4
3031307,3012350071,2018,4
3031307,3012350071,2017,4
3039714,3014830058,2017,4
3030844,3012230052,2018,4
3030844,3012230052,2017,4
3030843,3012230051,2018,4
3030843,3012230051,2017,4
1085368,1020260033,2018,4
3000753,3001797503,2017,4
3000753,3001797503,2018,4
3324663,3014340001,2018,3
3324663,3014340001,2017,3
3324661,3014340001,2018,3
3324661,3014340001,2017,3
3346863,3045950215,2017,4
3346863,3045950215,2018,4
2003143,2025080031,2017,0
2003143,2025080031,2018,0
2000000,2024290012,2018,0
2000000,2024290012,2017,0
1081109,1017600001,2017,4
1082615,1017600101,2017,4
1082615,1017600101,2018,4
1081107,1017600001,2018,4
1081107,1017600001,2017,4
1081108,1017600001,2018,4
1081108,1017600001,2017,4
1081105,1017600001,2018,4
1081105,1017600001,2017,4
1082614,1017600101,2018,4
1082614,1017600101,2017,4
1081106,1017600001,2017,4
1053724,1017270020,2018,4
1053721,1017270014,2016,3
1053721,1017270014,2017,3
1053721,1017270014,2018,3
3038568,3014330033,2016,4
3038568,3014330033,2017,4
3038568,3014330033,2018,4
3040252,3014990013,2016,4
3040252,3014990013,2017,4
3040441,3015020059,2017,4
3040441,3015020059,2018,4
3040441,3015020059,2016,4
3081795,3035650035,2017,4
3081795,3035650035,2018,4
3081795,3035650035,2016,4
3039586,3014760032,2018,4
3039586,3014760032,2017,4
3039586,3014760032,2016,4
3039559,3014750051,2017,4
3039559,3014750051,2018,4
3039522,3014740009,2017,4
3039522,3014740009,2016,4
3039522,3014740009,2018,4
3039458,3014710033,2018,4
3039458,3014710033,2016,4
3081512,3035510032,2017,4
3081512,3035510032,2016,4
3082539,3036110147,2018,4
3082539,3036110147,2017,4
3039580,3014760009,2018,4
3039580,3014760009,2017,4
3039580,3014760009,2016,4
3081799,3035650044,2017,4
3081799,3035650044,2018,4
3081799,3035650044,2016,4
3040202,3014980018,2017,4
3040209,3014980025,2017,4
3040209,3014980025,2018,4
3040398,3015020014,2016,4
3040398,3015020014,2017,4
3040400,3015020016,2017,4
3040400,3015020016,2018,4
3040400,3015020016,2016,4
3040402,3015020018,2017,4
3040402,3015020018,2018,4
3040408,3015020024,2017,4
3040408,3015020024,2016,4
3040224,3014980050,2017,4
3040224,3014980050,2016,4
3040221,3014980047,2017,4
3040459,3015030014,2017,4
3038557,3014320068,2018,4
3038557,3014320068,2016,4
3036599,3013740011,2018,4
3036599,3013740011,2017,4
3036599,3013740011,2016,4
3081943,3035750052,2017,4
3081943,3035750052,2018,4
3081943,3035750052,2016,4
3039433,3014700028,2017,4
3039433,3014700028,2018,4
3039433,3014700028,2016,4
3081190,3035320025,2017,4
3081190,3035320025,2018,4
3081190,3035320025,2016,4
3081192,3035320035,2018,4
1058249,1019190026,2017,4
1058249,1019190026,2018,4
1058249,1019190026,2016,4
2006209,2027540069,2016,4
2006209,2027540069,2017,4
2006209,2027540069,2018,4
2006168,2027520017,2018,4
2006168,2027520017,2016,4
2006168,2027520017,2017,4
2006063,2027450036,2017,4
2006063,2027450036,2018,4
2006063,2027450036,2016,4
2010463,2029740022,2017,4
2010463,2029740022,2018,4
2005809,2027280016,2018,4
2005809,2027280016,2017,4
2005809,2027280016,2016,4
2005810,2027280019,2017,4
2005810,2027280019,2016,4
2005810,2027280019,2018,4
2010531,2029790002,2018,4
2010531,2029790002,2016,4
2010531,2029790002,2017,4
1004542,1003790011,2018,3
1004542,1003790011,2016,3
2013047,2031140052,2018,3
2013047,2031140052,2017,3
2013047,2031140052,2016,3
2013061,2031150005,2017,3
2013061,2031150005,2018,3
2013061,2031150005,2016,3
2086808,2031150021,2018,4
2086808,2031150021,2017,4
2086808,2031150021,2016,4
2117126,2032910024,2018,4
2000000,2023510025,2018,4
3324005,3043380001,2017,3
3394543,3043380001,2016,3
3394543,3043380001,2017,3
3394543,3043380001,2018,3
3324006,3043380001,2018,3
3342891,3043380001,2017,3
3342891,3043380001,2016,3
2117656,2033600176,2016,4
2117656,2033600176,2017,4
1082848,1009720001,2016,2
1082849,1009720001,2017,2
1082851,1009720001,2018,2
1082851,1009720001,2017,2
1082880,1009720001,2016,2
1082883,1009720001,2018,2
1082883,1009720001,2016,2
1082726,1009720001,2016,2
1082766,1009720001,2016,2
1082866,1009720001,2018,2
1082867,1009720001,2017,2
1082867,1009720001,2018,2
1082853,1009720001,2018,2
1083695,1009780001,2018,2
1082863,1009720001,2018,2
1083681,1009780001,2016,2
1083682,1009780001,2017,2
1083682,1009780001,2018,2
1082881,1009720001,2016,2
1082881,1009720001,2017,2
1082868,1009720001,2018,2
1082868,1009720001,2017,2
1082857,1009720001,2017,2
1082857,1009720001,2016,2
1082858,1009720001,2017,2
1082768,1009720001,2017,2
1082874,1009720001,2018,2
1082874,1009720001,2017,2
1004898,1003930047,2018,4
1004898,1003930047,2016,4
3321762,3070450031,2018,4
2009053,2028790028,2016,4
2009053,2028790028,2018,4
2009053,2028790028,2017,4
2016826,2032930139,2018,4
2016826,2032930139,2017,4
2016826,2032930139,2016,4
2014675,2032150020,2018,4
2014675,2032150020,2016,4
2014675,2032150020,2017,4
2102640,2025180031,2017,4
2102640,2025180031,2018,4
2102640,2025180031,2016,4
3030589,3012170034,2018,4
3030589,3012170034,2017,4
3028671,3011560051,2017,4
3031110,3012310012,2018,4
3031110,3012310012,2016,4
3031110,3012310012,2017,4
3031109,3012310010,2017,4
3031108,3012310008,2017,4
3031108,3012310008,2018,4
3031108,3012310008,2016,4
3029602,3011780052,2016,4
3029602,3011780052,2017,4
3029003,3011630035,2016,4
3029003,3011630035,2017,4
3036830,3013780063,2017,4
3036830,3013780063,2018,4
3036830,3013780063,2016,4
3029499,3011750068,2016,2
3029499,3011750068,2017,2
3029499,3011750068,2018,2
3324401,3011750026,2017,4
2011111,2030280055,2018,4
3000305,3001460007,2018,0
1083960,1017170022,2018,4
1083960,1017170022,2016,4
3069428,3027820041,2018,0
3069428,3027820041,2017,0
3085461,3038370020,2017,4
3085461,3038370020,2018,4
3037243,3013880004,2016,4
3037243,3013880004,2017,4
3088885,3040000008,2018,4
3089471,3040310031,2016,4
3089471,3040310031,2018,4
3089577,3040360020,2017,4
3083973,3037420009,2017,4
3084395,3037760024,2017,4
3076963,3033670003,2017,4
3090548,3040800040,2017,4
3097081,3043130076,2016,4
