"","year","fc_geoid","fc_geo_type","violation_class","viol"
"10121",2013,"36081016400","tract","B",5
"10122",2013,"36081016400","tract","C",5
"10123",2013,"36081016600","tract","A",4
"10124",2013,"36081016600","tract","B",43
"10125",2013,"36081016600","tract","C",8
"10126",2013,"36081016800","tract","A",4
"10127",2013,"36081016800","tract","B",21
"10128",2013,"36081016800","tract","C",4
"10129",2013,"36081016900","tract","A",25
"10130",2013,"36081016900","tract","B",51
"10131",2013,"36081016900","tract","C",25
"10132",2013,"36081017000","tract","A",3
"10133",2013,"36081017000","tract","B",21
"10134",2013,"36081017000","tract","C",5
"10135",2013,"36081017200","tract","B",34
"10136",2013,"36081017200","tract","C",21
"10137",2013,"36081017400","tract","B",3
"10138",2013,"36081017400","tract","C",2
"10139",2013,"36081017600","tract","B",7
"10140",2013,"36081017600","tract","C",2
"10141",2013,"36081017800","tract","B",12
"10142",2013,"36081017800","tract","C",4
"10143",2013,"36081017900","tract","A",20
"10144",2013,"36081017900","tract","B",72
"10145",2013,"36081017900","tract","C",18
"10146",2013,"36081018101","tract","A",16
"10147",2013,"36081018101","tract","B",87
"10148",2013,"36081018101","tract","C",19
"10149",2013,"36081018102","tract","A",18
"10150",2013,"36081018102","tract","B",57
"10151",2013,"36081018102","tract","C",16
"10152",2013,"36081018200","tract","A",5
"10153",2013,"36081018200","tract","B",20
"10154",2013,"36081018200","tract","C",9
"10155",2013,"36081018300","tract","A",38
"10156",2013,"36081018300","tract","B",104
"10157",2013,"36081018300","tract","C",34
"10158",2013,"36081018401","tract","A",6
"10159",2013,"36081018401","tract","B",33
"10160",2013,"36081018401","tract","C",24
"10161",2013,"36081018402","tract","A",2
"10162",2013,"36081018402","tract","B",15
"10163",2013,"36081018402","tract","C",5
"10164",2013,"36081018501","tract","A",7
"10165",2013,"36081018501","tract","B",26
"10166",2013,"36081018501","tract","C",5
"10167",2013,"36081018502","tract","A",14
"10168",2013,"36081018502","tract","B",58
"10169",2013,"36081018502","tract","C",15
"10170",2013,"36081018600","tract","B",1
"10171",2013,"36081018600","tract","C",3
"10172",2013,"36081018700","tract","A",1
"10173",2013,"36081018700","tract","B",10
"10174",2013,"36081018700","tract","C",6
"10175",2013,"36081018800","tract","B",1
"10176",2013,"36081018900","tract","A",16
"10177",2013,"36081018900","tract","B",87
"10178",2013,"36081018900","tract","C",14
"10179",2013,"36081019000","tract","A",1
"10180",2013,"36081019000","tract","B",6
"10181",2013,"36081019000","tract","C",16
"10182",2013,"36081019200","tract","A",3
"10183",2013,"36081019200","tract","B",21
"10184",2013,"36081019200","tract","C",4
"10185",2013,"36081019400","tract","B",16
"10186",2013,"36081019400","tract","C",5
"10187",2013,"36081019600","tract","A",16
"10188",2013,"36081019600","tract","B",60
"10189",2013,"36081019600","tract","C",61
"10190",2013,"36081019800","tract","A",21
"10191",2013,"36081019800","tract","B",87
"10192",2013,"36081019800","tract","C",48
"10193",2013,"36081019900","tract","A",8
"10194",2013,"36081019900","tract","B",37
"10195",2013,"36081019900","tract","C",20
"10196",2013,"36081020200","tract","B",5
"10197",2013,"36081020200","tract","C",4
"10198",2013,"36081020400","tract","A",16
"10199",2013,"36081020400","tract","B",79
"10200",2013,"36081020400","tract","C",19
"10201",2013,"36081020600","tract","A",5
"10202",2013,"36081020600","tract","B",21
"10203",2013,"36081020600","tract","C",4
"10204",2013,"36081020800","tract","A",1
"10205",2013,"36081020800","tract","B",45
"10206",2013,"36081020800","tract","C",27
"10207",2013,"36081021200","tract","A",11
"10208",2013,"36081021200","tract","B",33
"10209",2013,"36081021200","tract","C",14
"10210",2013,"36081021400","tract","A",12
"10211",2013,"36081021400","tract","B",34
"10212",2013,"36081021400","tract","C",15
"10213",2013,"36081021600","tract","A",13
"10214",2013,"36081021600","tract","B",23
"10215",2013,"36081021600","tract","C",2
"10216",2013,"36081022001","tract","A",8
"10217",2013,"36081022001","tract","B",24
"10218",2013,"36081022001","tract","C",5
"10219",2013,"36081022002","tract","A",10
"10220",2013,"36081022002","tract","B",56
"10221",2013,"36081022002","tract","C",21
"10222",2013,"36081023000","tract","A",8
"10223",2013,"36081023000","tract","B",25
"10224",2013,"36081023000","tract","C",6
"10225",2013,"36081023200","tract","A",8
"10226",2013,"36081023200","tract","B",29
"10227",2013,"36081023200","tract","C",6
"10228",2013,"36081023500","tract","A",27
"10229",2013,"36081023500","tract","B",122
"10230",2013,"36081023500","tract","C",26
"10231",2013,"36081023600","tract","A",106
"10232",2013,"36081023600","tract","B",287
"10233",2013,"36081023600","tract","C",76
"10234",2013,"36081023800","tract","A",54
"10235",2013,"36081023800","tract","B",156
"10236",2013,"36081023800","tract","C",73
"10237",2013,"36081024000","tract","A",33
"10238",2013,"36081024000","tract","B",73
"10239",2013,"36081024000","tract","C",39
"10240",2013,"36081024300","tract","A",8
"10241",2013,"36081024300","tract","B",27
"10242",2013,"36081024500","tract","A",7
"10243",2013,"36081024500","tract","B",10
"10244",2013,"36081024500","tract","C",4
"10245",2013,"36081024700","tract","A",1
"10246",2013,"36081024700","tract","B",4
"10247",2013,"36081024900","tract","A",19
"10248",2013,"36081024900","tract","B",55
"10249",2013,"36081024900","tract","C",9
"10250",2013,"36081025100","tract","A",48
"10251",2013,"36081025100","tract","B",38
"10252",2013,"36081025100","tract","C",53
"10253",2013,"36081025301","tract","A",26
"10254",2013,"36081025301","tract","B",78
"10255",2013,"36081025301","tract","C",25
"10256",2013,"36081025302","tract","A",26
"10257",2013,"36081025302","tract","B",126
"10258",2013,"36081025302","tract","C",42
"10259",2013,"36081025400","tract","A",21
"10260",2013,"36081025400","tract","B",150
"10261",2013,"36081025400","tract","C",80
"10262",2013,"36081025500","tract","B",4
"10263",2013,"36081025500","tract","C",3
"10264",2013,"36081025700","tract","A",12
"10265",2013,"36081025700","tract","B",16
"10266",2013,"36081025700","tract","C",6
"10267",2013,"36081025800","tract","A",23
"10268",2013,"36081025800","tract","B",66
"10269",2013,"36081025800","tract","C",29
"10270",2013,"36081025900","tract","A",42
"10271",2013,"36081025900","tract","B",121
"10272",2013,"36081025900","tract","C",36
"10273",2013,"36081026000","tract","A",18
"10274",2013,"36081026000","tract","B",61
"10275",2013,"36081026000","tract","C",43
"10276",2013,"36081026100","tract","A",20
"10277",2013,"36081026100","tract","B",90
"10278",2013,"36081026100","tract","C",41
"10279",2013,"36081026200","tract","B",18
"10280",2013,"36081026200","tract","C",1
"10281",2013,"36081026300","tract","A",15
"10282",2013,"36081026300","tract","B",91
"10283",2013,"36081026300","tract","C",25
"10284",2013,"36081026400","tract","A",1
"10285",2013,"36081026400","tract","B",21
"10286",2013,"36081026400","tract","C",18
"10287",2013,"36081026500","tract","B",35
"10288",2013,"36081026500","tract","C",6
"10289",2013,"36081026600","tract","A",5
"10290",2013,"36081026600","tract","B",25
"10291",2013,"36081026600","tract","C",7
"10292",2013,"36081026700","tract","A",30
"10293",2013,"36081026700","tract","B",68
"10294",2013,"36081026700","tract","C",32
"10295",2013,"36081026901","tract","A",49
"10296",2013,"36081026901","tract","B",128
"10297",2013,"36081026901","tract","C",36
"10298",2013,"36081026902","tract","A",15
"10299",2013,"36081026902","tract","B",44
"10300",2013,"36081026902","tract","C",10
"10301",2013,"36081027000","tract","A",3
"10302",2013,"36081027000","tract","B",58
"10303",2013,"36081027000","tract","C",30
"10304",2013,"36081027100","tract","A",49
"10305",2013,"36081027100","tract","B",89
"10306",2013,"36081027100","tract","C",52
"10307",2013,"36081027200","tract","A",3
"10308",2013,"36081027200","tract","B",60
"10309",2013,"36081027200","tract","C",28
"10310",2013,"36081027300","tract","A",108
"10311",2013,"36081027300","tract","B",295
"10312",2013,"36081027300","tract","C",111
"10313",2013,"36081027400","tract","A",8
"10314",2013,"36081027400","tract","B",60
"10315",2013,"36081027400","tract","C",22
"10316",2013,"36081027500","tract","A",38
"10317",2013,"36081027500","tract","B",85
"10318",2013,"36081027500","tract","C",55
"10319",2013,"36081027600","tract","A",12
"10320",2013,"36081027600","tract","B",33
"10321",2013,"36081027600","tract","C",3
"10322",2013,"36081027700","tract","A",46
"10323",2013,"36081027700","tract","B",112
"10324",2013,"36081027700","tract","C",50
"10325",2013,"36081027800","tract","A",2
"10326",2013,"36081027800","tract","B",15
"10327",2013,"36081027800","tract","C",5
"10328",2013,"36081027900","tract","A",6
"10329",2013,"36081027900","tract","B",45
"10330",2013,"36081027900","tract","C",10
"10331",2013,"36081028000","tract","A",3
"10332",2013,"36081028000","tract","B",26
"10333",2013,"36081028000","tract","C",18
"10334",2013,"36081028100","tract","A",15
"10335",2013,"36081028100","tract","B",36
"10336",2013,"36081028100","tract","C",32
"10337",2013,"36081028200","tract","A",1
"10338",2013,"36081028200","tract","B",14
"10339",2013,"36081028200","tract","C",5
"10340",2013,"36081028300","tract","A",25
"10341",2013,"36081028300","tract","B",87
"10342",2013,"36081028300","tract","C",24
"10343",2013,"36081028400","tract","A",2
"10344",2013,"36081028400","tract","B",32
"10345",2013,"36081028400","tract","C",10
"10346",2013,"36081028500","tract","A",23
"10347",2013,"36081028500","tract","B",53
"10348",2013,"36081028500","tract","C",18
"10349",2013,"36081028700","tract","A",10
"10350",2013,"36081028700","tract","B",76
"10351",2013,"36081028700","tract","C",13
"10352",2013,"36081028800","tract","A",3
"10353",2013,"36081028800","tract","B",41
"10354",2013,"36081028800","tract","C",20
"10355",2013,"36081028900","tract","A",1
"10356",2013,"36081028900","tract","B",21
"10357",2013,"36081028900","tract","C",12
"10358",2013,"36081029100","tract","A",33
"10359",2013,"36081029100","tract","B",59
"10360",2013,"36081029100","tract","C",32
"10361",2013,"36081029300","tract","B",5
"10362",2013,"36081029300","tract","C",1
"10363",2013,"36081029400","tract","A",5
"10364",2013,"36081029400","tract","B",61
"10365",2013,"36081029400","tract","C",13
"10366",2013,"36081029500","tract","A",2
"10367",2013,"36081029500","tract","B",10
"10368",2013,"36081029500","tract","C",7
"10369",2013,"36081029700","tract","A",1
"10370",2013,"36081029700","tract","C",5
"10371",2013,"36081030600","tract","A",14
"10372",2013,"36081030600","tract","B",78
"10373",2013,"36081030600","tract","C",14
"10374",2013,"36081030902","tract","A",8
"10375",2013,"36081030902","tract","B",16
"10376",2013,"36081030902","tract","C",10
"10377",2013,"36081030903","tract","A",17
"10378",2013,"36081030903","tract","B",32
"10379",2013,"36081030903","tract","C",13
"10380",2013,"36081030904","tract","A",2
"10381",2013,"36081030904","tract","B",10
"10382",2013,"36081030904","tract","C",4
"10383",2013,"36081031700","tract","A",8
"10384",2013,"36081031700","tract","B",14
"10385",2013,"36081031700","tract","C",2
"10386",2013,"36081032000","tract","A",5
"10387",2013,"36081032000","tract","B",30
"10388",2013,"36081032000","tract","C",11
"10389",2013,"36081032700","tract","A",6
"10390",2013,"36081032700","tract","B",21
"10391",2013,"36081032700","tract","C",11
"10392",2013,"36081032800","tract","A",8
"10393",2013,"36081032800","tract","B",13
"10394",2013,"36081032800","tract","C",8
"10395",2013,"36081032900","tract","A",6
"10396",2013,"36081032900","tract","B",45
"10397",2013,"36081032900","tract","C",12
"10398",2013,"36081033000","tract","A",21
"10399",2013,"36081033000","tract","B",110
"10400",2013,"36081033000","tract","C",39
"10401",2013,"36081033401","tract","A",3
"10402",2013,"36081033401","tract","B",40
"10403",2013,"36081033401","tract","C",18
"10404",2013,"36081033402","tract","A",13
"10405",2013,"36081033402","tract","B",47
"10406",2013,"36081033402","tract","C",8
"10407",2013,"36081033700","tract","B",18
"10408",2013,"36081033700","tract","C",6
"10409",2013,"36081033900","tract","A",1
"10410",2013,"36081033900","tract","B",10
"10411",2013,"36081033900","tract","C",7
"10412",2013,"36081034700","tract","B",8
"10413",2013,"36081034700","tract","C",1
"10414",2013,"36081035100","tract","A",9
"10415",2013,"36081035100","tract","B",63
"10416",2013,"36081035100","tract","C",20
"10417",2013,"36081035200","tract","A",3
"10418",2013,"36081035200","tract","B",33
"10419",2013,"36081035200","tract","C",11
"10420",2013,"36081035300","tract","A",12
"10421",2013,"36081035300","tract","B",34
"10422",2013,"36081035300","tract","C",39
"10423",2013,"36081035700","tract","A",2
"10424",2013,"36081035700","tract","B",6
"10425",2013,"36081035700","tract","C",1
"10426",2013,"36081035800","tract","A",4
"10427",2013,"36081035800","tract","B",23
"10428",2013,"36081035800","tract","C",14
"10429",2013,"36081036100","tract","A",20
"10430",2013,"36081036100","tract","B",73
"10431",2013,"36081036100","tract","C",19
"10432",2013,"36081036300","tract","A",5
"10433",2013,"36081036300","tract","B",41
"10434",2013,"36081036300","tract","C",13
"10435",2013,"36081036500","tract","A",53
"10436",2013,"36081036500","tract","B",73
"10437",2013,"36081036500","tract","C",45
"10438",2013,"36081036600","tract","A",3
"10439",2013,"36081036600","tract","B",17
"10440",2013,"36081036600","tract","C",2
"10441",2013,"36081036700","tract","A",8
"10442",2013,"36081036700","tract","B",39
"10443",2013,"36081036700","tract","C",9
"10444",2013,"36081036800","tract","A",3
"10445",2013,"36081036800","tract","B",11
"10446",2013,"36081036800","tract","C",4
"10447",2013,"36081037300","tract","A",17
"10448",2013,"36081037300","tract","B",45
"10449",2013,"36081037300","tract","C",23
"10450",2013,"36081037500","tract","A",27
"10451",2013,"36081037500","tract","B",47
"10452",2013,"36081037500","tract","C",14
"10453",2013,"36081037600","tract","A",5
"10454",2013,"36081037600","tract","B",84
"10455",2013,"36081037600","tract","C",24
"10456",2013,"36081037700","tract","A",28
"10457",2013,"36081037700","tract","B",49
"10458",2013,"36081037700","tract","C",20
"10459",2013,"36081037900","tract","A",20
"10460",2013,"36081037900","tract","B",49
"10461",2013,"36081037900","tract","C",42
"10462",2013,"36081038100","tract","A",18
"10463",2013,"36081038100","tract","B",54
"10464",2013,"36081038100","tract","C",33
"10465",2013,"36081038400","tract","B",7
"10466",2013,"36081038400","tract","C",1
"10467",2013,"36081039400","tract","A",5
"10468",2013,"36081039400","tract","B",51
"10469",2013,"36081039400","tract","C",27
"10470",2013,"36081039800","tract","B",1
"10471",2013,"36081039800","tract","C",2
"10472",2013,"36081039900","tract","A",12
"10473",2013,"36081039900","tract","B",25
"10474",2013,"36081039900","tract","C",6
"10475",2013,"36081040000","tract","A",3
"10476",2013,"36081040000","tract","B",10
"10477",2013,"36081040000","tract","C",3
"10478",2013,"36081040100","tract","A",17
"10479",2013,"36081040100","tract","B",74
"10480",2013,"36081040100","tract","C",39
"10481",2013,"36081040200","tract","A",1
"10482",2013,"36081040200","tract","B",7
"10483",2013,"36081040200","tract","C",1
"10484",2013,"36081040300","tract","A",34
"10485",2013,"36081040300","tract","B",53
"10486",2013,"36081040300","tract","C",45
"10487",2013,"36081040400","tract","A",11
"10488",2013,"36081040400","tract","B",53
"10489",2013,"36081040400","tract","C",11
"10490",2013,"36081040500","tract","A",13
"10491",2013,"36081040500","tract","B",73
"10492",2013,"36081040500","tract","C",23
"10493",2013,"36081040700","tract","A",16
"10494",2013,"36081040700","tract","B",76
"10495",2013,"36081040700","tract","C",51
"10496",2013,"36081040900","tract","A",17
"10497",2013,"36081040900","tract","B",57
"10498",2013,"36081040900","tract","C",34
"10499",2013,"36081041100","tract","A",2
"10500",2013,"36081041100","tract","B",32
"10501",2013,"36081041100","tract","C",2
"10502",2013,"36081041300","tract","B",4
"10503",2013,"36081041300","tract","C",5
"10504",2013,"36081041400","tract","A",4
"10505",2013,"36081041400","tract","B",74
"10506",2013,"36081041400","tract","C",25
"10507",2013,"36081041500","tract","A",8
"10508",2013,"36081041500","tract","B",28
"10509",2013,"36081041500","tract","C",10
"10510",2013,"36081042400","tract","A",3
"10511",2013,"36081042400","tract","B",7
"10512",2013,"36081042400","tract","C",6
"10513",2013,"36081042700","tract","A",4
"10514",2013,"36081042700","tract","B",22
"10515",2013,"36081042700","tract","C",9
"10516",2013,"36081043200","tract","B",4
"10517",2013,"36081043200","tract","C",6
"10518",2013,"36081043400","tract","A",3
"10519",2013,"36081043400","tract","B",12
"10520",2013,"36081043400","tract","C",1
"10521",2013,"36081043701","tract","A",18
"10522",2013,"36081043701","tract","B",50
"10523",2013,"36081043701","tract","C",15
"10524",2013,"36081043702","tract","A",2
"10525",2013,"36081043702","tract","B",39
"10526",2013,"36081043702","tract","C",6
"10527",2013,"36081043900","tract","A",6
"10528",2013,"36081043900","tract","B",21
"10529",2013,"36081043900","tract","C",2
"10530",2013,"36081044000","tract","A",13
"10531",2013,"36081044000","tract","B",80
"10532",2013,"36081044000","tract","C",25
"10533",2013,"36081044301","tract","A",11
"10534",2013,"36081044301","tract","B",42
"10535",2013,"36081044301","tract","C",7
"10536",2013,"36081044302","tract","A",5
"10537",2013,"36081044302","tract","B",23
"10538",2013,"36081044302","tract","C",12
"10539",2013,"36081044400","tract","A",14
"10540",2013,"36081044400","tract","B",26
"10541",2013,"36081044400","tract","C",18
"10542",2013,"36081044601","tract","A",23
"10543",2013,"36081044601","tract","B",69
"10544",2013,"36081044601","tract","C",23
"10545",2013,"36081044602","tract","A",18
"10546",2013,"36081044602","tract","B",69
"10547",2013,"36081044602","tract","C",28
"10548",2013,"36081044800","tract","A",2
"10549",2013,"36081044800","tract","B",14
"10550",2013,"36081044800","tract","C",8
"10551",2013,"36081045200","tract","B",3
"10552",2013,"36081045400","tract","A",13
"10553",2013,"36081045400","tract","B",18
"10554",2013,"36081045400","tract","C",12
"10555",2013,"36081045500","tract","A",77
"10556",2013,"36081045500","tract","B",234
"10557",2013,"36081045500","tract","C",38
"10558",2013,"36081045700","tract","A",2
"10559",2013,"36081045700","tract","B",10
"10560",2013,"36081045700","tract","C",4
"10561",2013,"36081045800","tract","A",18
"10562",2013,"36081045800","tract","B",33
"10563",2013,"36081045800","tract","C",10
"10564",2013,"36081045900","tract","A",3
"10565",2013,"36081045900","tract","B",20
"10566",2013,"36081045900","tract","C",21
"10567",2013,"36081046000","tract","A",30
"10568",2013,"36081046000","tract","B",58
"10569",2013,"36081046000","tract","C",26
"10570",2013,"36081046100","tract","B",2
"10571",2013,"36081046200","tract","A",90
"10572",2013,"36081046200","tract","B",223
"10573",2013,"36081046200","tract","C",118
"10574",2013,"36081046300","tract","A",32
"10575",2013,"36081046300","tract","B",69
"10576",2013,"36081046300","tract","C",20
"10577",2013,"36081046500","tract","A",7
"10578",2013,"36081046500","tract","B",35
"10579",2013,"36081046500","tract","C",15
"10580",2013,"36081046600","tract","A",2
"10581",2013,"36081046600","tract","B",16
"10582",2013,"36081046700","tract","A",31
"10583",2013,"36081046700","tract","B",118
"10584",2013,"36081046700","tract","C",33
"10585",2013,"36081046800","tract","A",16
"10586",2013,"36081046800","tract","B",56
"10587",2013,"36081046800","tract","C",39
"10588",2013,"36081046900","tract","A",66
"10589",2013,"36081046900","tract","B",114
"10590",2013,"36081046900","tract","C",61
"10591",2013,"36081047000","tract","A",12
"10592",2013,"36081047000","tract","B",68
"10593",2013,"36081047000","tract","C",17
"10594",2013,"36081047100","tract","A",8
"10595",2013,"36081047100","tract","B",8
"10596",2013,"36081047100","tract","C",12
"10597",2013,"36081047200","tract","A",1
"10598",2013,"36081047200","tract","B",10
"10599",2013,"36081047300","tract","A",22
"10600",2013,"36081047300","tract","B",50
"10601",2013,"36081047300","tract","C",9
"10602",2013,"36081047500","tract","A",10
"10603",2013,"36081047500","tract","B",23
"10604",2013,"36081047500","tract","C",12
"10605",2013,"36081047800","tract","A",2
"10606",2013,"36081047800","tract","B",19
"10607",2013,"36081047800","tract","C",7
"10608",2013,"36081047900","tract","A",10
"10609",2013,"36081047900","tract","B",25
"10610",2013,"36081047900","tract","C",4
"10611",2013,"36081048000","tract","B",19
"10612",2013,"36081048000","tract","C",7
"10613",2013,"36081048100","tract","A",17
"10614",2013,"36081048100","tract","B",36
"10615",2013,"36081048100","tract","C",6
"10616",2013,"36081048200","tract","B",6
"10617",2013,"36081048200","tract","C",4
"10618",2013,"36081048300","tract","A",1
"10619",2013,"36081048300","tract","B",18
"10620",2013,"36081048300","tract","C",5
"10621",2013,"36081048400","tract","A",2
"10622",2013,"36081048400","tract","B",22
"10623",2013,"36081048400","tract","C",15
"10624",2013,"36081048500","tract","B",3
"10625",2013,"36081048900","tract","A",21
"10626",2013,"36081048900","tract","B",11
"10627",2013,"36081048900","tract","C",2
"10628",2013,"36081049200","tract","A",16
"10629",2013,"36081049200","tract","B",47
"10630",2013,"36081049200","tract","C",12
"10631",2013,"36081049302","tract","B",6
"10632",2013,"36081049302","tract","C",1
"10633",2013,"36081049500","tract","C",2
"10634",2013,"36081049600","tract","A",21
"10635",2013,"36081049600","tract","B",32
"10636",2013,"36081049600","tract","C",27
"10637",2013,"36081049700","tract","A",2
"10638",2013,"36081049700","tract","B",12
"10639",2013,"36081049700","tract","C",5
"10640",2013,"36081049900","tract","A",2
"10641",2013,"36081049900","tract","B",11
"10642",2013,"36081049900","tract","C",3
"10643",2013,"36081050000","tract","A",25
"10644",2013,"36081050000","tract","B",95
"10645",2013,"36081050000","tract","C",36
"10646",2013,"36081050201","tract","A",17
"10647",2013,"36081050201","tract","B",26
"10648",2013,"36081050201","tract","C",11
"10649",2013,"36081050202","tract","B",7
"10650",2013,"36081050202","tract","C",6
"10651",2013,"36081050400","tract","A",39
"10652",2013,"36081050400","tract","B",67
"10653",2013,"36081050400","tract","C",19
"10654",2013,"36081050500","tract","B",5
"10655",2013,"36081050500","tract","C",1
"10656",2013,"36081050600","tract","A",1
"10657",2013,"36081050600","tract","B",5
"10658",2013,"36081050600","tract","C",4
"10659",2013,"36081050700","tract","B",6
"10660",2013,"36081050700","tract","C",2
"10661",2013,"36081050800","tract","A",5
"10662",2013,"36081050800","tract","B",27
"10663",2013,"36081050800","tract","C",16
"10664",2013,"36081051000","tract","B",2
"10665",2013,"36081051000","tract","C",2
"10666",2013,"36081051200","tract","A",2
"10667",2013,"36081051200","tract","B",29
"10668",2013,"36081051200","tract","C",3
"10669",2013,"36081051300","tract","B",1
"10670",2013,"36081051500","tract","A",1
"10671",2013,"36081051500","tract","B",4
"10672",2013,"36081051500","tract","C",2
"10673",2013,"36081051600","tract","A",2
"10674",2013,"36081051600","tract","B",34
"10675",2013,"36081051600","tract","C",18
"10676",2013,"36081051700","tract","A",3
"10677",2013,"36081051700","tract","B",30
"10678",2013,"36081051700","tract","C",6
"10679",2013,"36081051800","tract","A",3
"10680",2013,"36081051800","tract","B",20
"10681",2013,"36081051800","tract","C",6
"10682",2013,"36081052000","tract","A",9
"10683",2013,"36081052000","tract","B",28
"10684",2013,"36081052100","tract","A",4
"10685",2013,"36081052100","tract","B",23
"10686",2013,"36081052100","tract","C",4
"10687",2013,"36081052200","tract","A",2
"10688",2013,"36081052200","tract","B",5
"10689",2013,"36081052200","tract","C",3
"10690",2013,"36081052400","tract","A",7
"10691",2013,"36081052400","tract","B",32
"10692",2013,"36081052400","tract","C",15
"10693",2013,"36081052500","tract","A",1
"10694",2013,"36081052500","tract","B",5
"10695",2013,"36081052500","tract","C",1
"10696",2013,"36081052600","tract","A",6
"10697",2013,"36081052600","tract","B",13
"10698",2013,"36081052600","tract","C",8
"10699",2013,"36081052800","tract","A",1
"10700",2013,"36081052800","tract","B",25
"10701",2013,"36081052800","tract","C",14
"10702",2013,"36081053000","tract","A",1
"10703",2013,"36081053000","tract","B",17
"10704",2013,"36081053000","tract","C",4
"10705",2013,"36081053100","tract","A",5
"10706",2013,"36081053100","tract","B",24
"10707",2013,"36081053100","tract","C",2
"10708",2013,"36081053200","tract","B",4
"10709",2013,"36081053200","tract","C",5
"10710",2013,"36081053401","tract","A",10
"10711",2013,"36081053401","tract","B",25
"10712",2013,"36081053401","tract","C",12
"10713",2013,"36081053500","tract","A",25
"10714",2013,"36081053500","tract","B",61
"10715",2013,"36081053500","tract","C",16
"10716",2013,"36081053601","tract","B",9
"10717",2013,"36081053601","tract","C",5
"10718",2013,"36081053800","tract","A",6
"10719",2013,"36081053800","tract","B",11
"10720",2013,"36081053800","tract","C",2
"10721",2013,"36081053900","tract","A",12
"10722",2013,"36081053900","tract","B",81
"10723",2013,"36081053900","tract","C",47
"10724",2013,"36081054000","tract","A",23
"10725",2013,"36081054000","tract","B",167
"10726",2013,"36081054000","tract","C",46
"10727",2013,"36081054200","tract","A",6
"10728",2013,"36081054200","tract","B",30
"10729",2013,"36081054200","tract","C",3
"10730",2013,"36081054500","tract","A",42
"10731",2013,"36081054500","tract","B",167
"10732",2013,"36081054500","tract","C",46
"10733",2013,"36081054700","tract","A",40
"10734",2013,"36081054700","tract","B",134
"10735",2013,"36081054700","tract","C",47
"10736",2013,"36081054800","tract","B",5
"10737",2013,"36081054800","tract","C",3
"10738",2013,"36081054900","tract","A",63
"10739",2013,"36081054900","tract","B",207
"10740",2013,"36081054900","tract","C",70
"10741",2013,"36081055100","tract","A",40
"10742",2013,"36081055100","tract","B",139
"10743",2013,"36081055100","tract","C",62
"10744",2013,"36081055200","tract","A",5
"10745",2013,"36081055200","tract","B",39
"10746",2013,"36081055200","tract","C",6
"10747",2013,"36081055300","tract","A",4
"10748",2013,"36081055300","tract","B",42
"10749",2013,"36081055300","tract","C",7
"10750",2013,"36081055400","tract","B",2
"10751",2013,"36081055400","tract","C",3
"10752",2013,"36081055500","tract","A",23
"10753",2013,"36081055500","tract","B",95
"10754",2013,"36081055500","tract","C",30
"10755",2013,"36081055600","tract","A",1
"10756",2013,"36081055600","tract","B",5
"10757",2013,"36081055700","tract","A",11
"10758",2013,"36081055700","tract","B",68
"10759",2013,"36081055700","tract","C",17
"10760",2013,"36081055900","tract","A",19
"10761",2013,"36081055900","tract","B",40
"10762",2013,"36081055900","tract","C",23
"10763",2013,"36081056000","tract","B",4
"10764",2013,"36081056000","tract","C",1
"10765",2013,"36081056200","tract","B",2
"10766",2013,"36081056200","tract","C",2
"10767",2013,"36081056400","tract","A",2
"10768",2013,"36081056400","tract","B",8
"10769",2013,"36081056400","tract","C",7
"10770",2013,"36081056500","tract","B",10
"10771",2013,"36081056500","tract","C",3
"10772",2013,"36081056600","tract","A",6
"10773",2013,"36081056600","tract","B",36
"10774",2013,"36081056600","tract","C",8
"10775",2013,"36081056700","tract","A",4
"10776",2013,"36081056700","tract","B",49
"10777",2013,"36081056700","tract","C",7
"10778",2013,"36081056800","tract","A",8
"10779",2013,"36081056800","tract","B",69
"10780",2013,"36081056800","tract","C",24
"10781",2013,"36081057700","tract","A",29
"10782",2013,"36081057700","tract","B",82
"10783",2013,"36081057700","tract","C",33
"10784",2013,"36081057900","tract","A",11
"10785",2013,"36081057900","tract","B",73
"10786",2013,"36081057900","tract","C",10
"10787",2013,"36081058000","tract","A",2
"10788",2013,"36081058000","tract","B",10
"10789",2013,"36081058000","tract","C",5
"10790",2013,"36081058100","tract","A",6
"10791",2013,"36081058100","tract","B",11
"10792",2013,"36081058100","tract","C",8
"10793",2013,"36081058200","tract","A",7
"10794",2013,"36081058200","tract","B",11
"10795",2013,"36081058200","tract","C",1
"10796",2013,"36081058300","tract","A",5
"10797",2013,"36081058300","tract","B",52
"10798",2013,"36081058300","tract","C",15
"10799",2013,"36081058500","tract","A",3
"10800",2013,"36081058500","tract","B",18
"10801",2013,"36081058500","tract","C",1
"10802",2013,"36081058700","tract","A",15
"10803",2013,"36081058700","tract","B",20
"10804",2013,"36081058700","tract","C",8
"10805",2013,"36081058900","tract","A",38
"10806",2013,"36081058900","tract","B",122
"10807",2013,"36081058900","tract","C",50
"10808",2013,"36081059000","tract","C",1
"10809",2013,"36081059100","tract","A",33
"10810",2013,"36081059100","tract","B",116
"10811",2013,"36081059100","tract","C",25
"10812",2013,"36081059200","tract","A",1
"10813",2013,"36081059200","tract","B",5
"10814",2013,"36081059200","tract","C",1
"10815",2013,"36081059300","tract","A",18
"10816",2013,"36081059300","tract","B",89
"10817",2013,"36081059300","tract","C",14
"10818",2013,"36081059400","tract","B",2
