"","year","fc_geoid","fc_geo_type","violation_class","viol"
"21232",2015,"36061010300","tract","A",10
"21233",2015,"36061010300","tract","B",13
"21234",2015,"36061010300","tract","C",5
"21235",2015,"36061010400","tract","A",31
"21236",2015,"36061010400","tract","B",45
"21237",2015,"36061010400","tract","C",16
"21238",2015,"36061010601","tract","A",12
"21239",2015,"36061010601","tract","B",13
"21240",2015,"36061010601","tract","C",4
"21241",2015,"36061010602","tract","A",15
"21242",2015,"36061010602","tract","B",33
"21243",2015,"36061010602","tract","C",17
"21244",2015,"36061010800","tract","A",39
"21245",2015,"36061010800","tract","B",41
"21246",2015,"36061010800","tract","C",31
"21247",2015,"36061010900","tract","A",2
"21248",2015,"36061011000","tract","A",71
"21249",2015,"36061011000","tract","B",104
"21250",2015,"36061011000","tract","C",38
"21251",2015,"36061011100","tract","A",23
"21252",2015,"36061011100","tract","B",72
"21253",2015,"36061011100","tract","C",25
"21254",2015,"36061011201","tract","A",8
"21255",2015,"36061011201","tract","B",3
"21256",2015,"36061011203","tract","A",3
"21257",2015,"36061011203","tract","B",20
"21258",2015,"36061011300","tract","B",3
"21259",2015,"36061011300","tract","C",2
"21260",2015,"36061011401","tract","A",15
"21261",2015,"36061011401","tract","B",10
"21262",2015,"36061011401","tract","C",12
"21263",2015,"36061011402","tract","A",37
"21264",2015,"36061011402","tract","B",34
"21265",2015,"36061011402","tract","C",22
"21266",2015,"36061011500","tract","A",26
"21267",2015,"36061011500","tract","B",26
"21268",2015,"36061011500","tract","C",74
"21269",2015,"36061011600","tract","A",46
"21270",2015,"36061011600","tract","B",97
"21271",2015,"36061011600","tract","C",29
"21272",2015,"36061011700","tract","A",7
"21273",2015,"36061011800","tract","A",32
"21274",2015,"36061011800","tract","B",64
"21275",2015,"36061011800","tract","C",67
"21276",2015,"36061011900","tract","A",6
"21277",2015,"36061011900","tract","B",15
"21278",2015,"36061011900","tract","C",9
"21279",2015,"36061012000","tract","A",9
"21280",2015,"36061012000","tract","B",19
"21281",2015,"36061012000","tract","C",7
"21282",2015,"36061012100","tract","A",148
"21283",2015,"36061012100","tract","B",360
"21284",2015,"36061012100","tract","C",166
"21285",2015,"36061012200","tract","A",13
"21286",2015,"36061012200","tract","B",61
"21287",2015,"36061012200","tract","C",11
"21288",2015,"36061012400","tract","A",51
"21289",2015,"36061012400","tract","B",85
"21290",2015,"36061012400","tract","C",49
"21291",2015,"36061012500","tract","A",2
"21292",2015,"36061012500","tract","C",4
"21293",2015,"36061012600","tract","A",30
"21294",2015,"36061012600","tract","B",75
"21295",2015,"36061012600","tract","C",18
"21296",2015,"36061012700","tract","A",144
"21297",2015,"36061012700","tract","B",299
"21298",2015,"36061012700","tract","C",132
"21299",2015,"36061012800","tract","A",7
"21300",2015,"36061012800","tract","B",4
"21301",2015,"36061012800","tract","C",5
"21302",2015,"36061012900","tract","A",44
"21303",2015,"36061012900","tract","B",106
"21304",2015,"36061012900","tract","C",39
"21305",2015,"36061013000","tract","A",6
"21306",2015,"36061013000","tract","B",5
"21307",2015,"36061013000","tract","C",1
"21308",2015,"36061013100","tract","A",8
"21309",2015,"36061013100","tract","B",20
"21310",2015,"36061013100","tract","C",7
"21311",2015,"36061013200","tract","A",48
"21312",2015,"36061013200","tract","B",79
"21313",2015,"36061013200","tract","C",50
"21314",2015,"36061013300","tract","A",84
"21315",2015,"36061013300","tract","B",188
"21316",2015,"36061013300","tract","C",97
"21317",2015,"36061013400","tract","A",66
"21318",2015,"36061013400","tract","B",90
"21319",2015,"36061013400","tract","C",83
"21320",2015,"36061013500","tract","A",22
"21321",2015,"36061013500","tract","B",51
"21322",2015,"36061013500","tract","C",9
"21323",2015,"36061013600","tract","A",101
"21324",2015,"36061013600","tract","B",203
"21325",2015,"36061013600","tract","C",122
"21326",2015,"36061013700","tract","A",29
"21327",2015,"36061013700","tract","B",89
"21328",2015,"36061013700","tract","C",53
"21329",2015,"36061013800","tract","A",57
"21330",2015,"36061013800","tract","B",103
"21331",2015,"36061013800","tract","C",46
"21332",2015,"36061013900","tract","A",98
"21333",2015,"36061013900","tract","B",294
"21334",2015,"36061013900","tract","C",123
"21335",2015,"36061014000","tract","A",17
"21336",2015,"36061014000","tract","B",15
"21337",2015,"36061014000","tract","C",7
"21338",2015,"36061014200","tract","A",10
"21339",2015,"36061014200","tract","B",15
"21340",2015,"36061014200","tract","C",6
"21341",2015,"36061014401","tract","A",11
"21342",2015,"36061014401","tract","B",21
"21343",2015,"36061014401","tract","C",8
"21344",2015,"36061014402","tract","A",52
"21345",2015,"36061014402","tract","B",81
"21346",2015,"36061014402","tract","C",36
"21347",2015,"36061014601","tract","A",47
"21348",2015,"36061014601","tract","B",76
"21349",2015,"36061014601","tract","C",37
"21350",2015,"36061014602","tract","A",59
"21351",2015,"36061014602","tract","B",99
"21352",2015,"36061014602","tract","C",34
"21353",2015,"36061014700","tract","B",1
"21354",2015,"36061014801","tract","A",11
"21355",2015,"36061014801","tract","B",10
"21356",2015,"36061014801","tract","C",16
"21357",2015,"36061014802","tract","A",51
"21358",2015,"36061014802","tract","B",58
"21359",2015,"36061014802","tract","C",35
"21360",2015,"36061014900","tract","A",9
"21361",2015,"36061014900","tract","B",18
"21362",2015,"36061014900","tract","C",10
"21363",2015,"36061015001","tract","A",12
"21364",2015,"36061015001","tract","B",5
"21365",2015,"36061015002","tract","A",8
"21366",2015,"36061015002","tract","B",19
"21367",2015,"36061015002","tract","C",7
"21368",2015,"36061015100","tract","A",4
"21369",2015,"36061015100","tract","B",7
"21370",2015,"36061015100","tract","C",2
"21371",2015,"36061015200","tract","A",4
"21372",2015,"36061015200","tract","B",20
"21373",2015,"36061015200","tract","C",10
"21374",2015,"36061015300","tract","A",39
"21375",2015,"36061015300","tract","B",49
"21376",2015,"36061015300","tract","C",24
"21377",2015,"36061015400","tract","A",81
"21378",2015,"36061015400","tract","B",212
"21379",2015,"36061015400","tract","C",65
"21380",2015,"36061015500","tract","A",9
"21381",2015,"36061015500","tract","B",10
"21382",2015,"36061015500","tract","C",5
"21383",2015,"36061015601","tract","A",18
"21384",2015,"36061015601","tract","B",41
"21385",2015,"36061015601","tract","C",8
"21386",2015,"36061015602","tract","A",9
"21387",2015,"36061015602","tract","B",10
"21388",2015,"36061015602","tract","C",1
"21389",2015,"36061015700","tract","A",53
"21390",2015,"36061015700","tract","B",99
"21391",2015,"36061015700","tract","C",36
"21392",2015,"36061015801","tract","A",15
"21393",2015,"36061015801","tract","B",17
"21394",2015,"36061015801","tract","C",18
"21395",2015,"36061015802","tract","A",11
"21396",2015,"36061015802","tract","B",35
"21397",2015,"36061015802","tract","C",6
"21398",2015,"36061015900","tract","A",119
"21399",2015,"36061015900","tract","B",232
"21400",2015,"36061015900","tract","C",107
"21401",2015,"36061016001","tract","A",9
"21402",2015,"36061016001","tract","B",12
"21403",2015,"36061016001","tract","C",3
"21404",2015,"36061016002","tract","A",12
"21405",2015,"36061016002","tract","B",30
"21406",2015,"36061016002","tract","C",9
"21407",2015,"36061016100","tract","A",77
"21408",2015,"36061016100","tract","B",163
"21409",2015,"36061016100","tract","C",60
"21410",2015,"36061016200","tract","A",83
"21411",2015,"36061016200","tract","B",221
"21412",2015,"36061016200","tract","C",30
"21413",2015,"36061016300","tract","A",32
"21414",2015,"36061016300","tract","B",56
"21415",2015,"36061016300","tract","C",21
"21416",2015,"36061016400","tract","A",27
"21417",2015,"36061016400","tract","B",50
"21418",2015,"36061016400","tract","C",38
"21419",2015,"36061016500","tract","A",43
"21420",2015,"36061016500","tract","B",80
"21421",2015,"36061016500","tract","C",47
"21422",2015,"36061016600","tract","A",170
"21423",2015,"36061016600","tract","B",399
"21424",2015,"36061016600","tract","C",196
"21425",2015,"36061016700","tract","A",53
"21426",2015,"36061016700","tract","B",113
"21427",2015,"36061016700","tract","C",48
"21428",2015,"36061016800","tract","A",26
"21429",2015,"36061016800","tract","B",55
"21430",2015,"36061016800","tract","C",17
"21431",2015,"36061016900","tract","A",83
"21432",2015,"36061016900","tract","B",125
"21433",2015,"36061016900","tract","C",57
"21434",2015,"36061017000","tract","A",238
"21435",2015,"36061017000","tract","B",464
"21436",2015,"36061017000","tract","C",264
"21437",2015,"36061017100","tract","A",69
"21438",2015,"36061017100","tract","B",113
"21439",2015,"36061017100","tract","C",58
"21440",2015,"36061017200","tract","A",113
"21441",2015,"36061017200","tract","B",261
"21442",2015,"36061017200","tract","C",99
"21443",2015,"36061017300","tract","A",76
"21444",2015,"36061017300","tract","B",78
"21445",2015,"36061017300","tract","C",44
"21446",2015,"36061017401","tract","A",23
"21447",2015,"36061017401","tract","B",81
"21448",2015,"36061017401","tract","C",46
"21449",2015,"36061017402","tract","A",31
"21450",2015,"36061017402","tract","B",78
"21451",2015,"36061017402","tract","C",18
"21452",2015,"36061017500","tract","A",90
"21453",2015,"36061017500","tract","B",206
"21454",2015,"36061017500","tract","C",62
"21455",2015,"36061017700","tract","A",29
"21456",2015,"36061017700","tract","B",85
"21457",2015,"36061017700","tract","C",18
"21458",2015,"36061017800","tract","A",216
"21459",2015,"36061017800","tract","B",550
"21460",2015,"36061017800","tract","C",199
"21461",2015,"36061017900","tract","A",73
"21462",2015,"36061017900","tract","B",163
"21463",2015,"36061017900","tract","C",69
"21464",2015,"36061018000","tract","A",110
"21465",2015,"36061018000","tract","B",258
"21466",2015,"36061018000","tract","C",137
"21467",2015,"36061018100","tract","A",73
"21468",2015,"36061018100","tract","B",167
"21469",2015,"36061018100","tract","C",32
"21470",2015,"36061018200","tract","A",190
"21471",2015,"36061018200","tract","B",362
"21472",2015,"36061018200","tract","C",145
"21473",2015,"36061018300","tract","A",78
"21474",2015,"36061018300","tract","B",146
"21475",2015,"36061018300","tract","C",93
"21476",2015,"36061018400","tract","A",93
"21477",2015,"36061018400","tract","B",247
"21478",2015,"36061018400","tract","C",109
"21479",2015,"36061018500","tract","A",16
"21480",2015,"36061018500","tract","B",16
"21481",2015,"36061018500","tract","C",13
"21482",2015,"36061018600","tract","A",57
"21483",2015,"36061018600","tract","B",195
"21484",2015,"36061018600","tract","C",74
"21485",2015,"36061018700","tract","A",89
"21486",2015,"36061018700","tract","B",122
"21487",2015,"36061018700","tract","C",43
"21488",2015,"36061018800","tract","A",182
"21489",2015,"36061018800","tract","B",438
"21490",2015,"36061018800","tract","C",235
"21491",2015,"36061018900","tract","A",95
"21492",2015,"36061018900","tract","B",243
"21493",2015,"36061018900","tract","C",90
"21494",2015,"36061019000","tract","A",37
"21495",2015,"36061019000","tract","B",68
"21496",2015,"36061019000","tract","C",26
"21497",2015,"36061019100","tract","A",97
"21498",2015,"36061019100","tract","B",197
"21499",2015,"36061019100","tract","C",54
"21500",2015,"36061019200","tract","A",3
"21501",2015,"36061019200","tract","B",6
"21502",2015,"36061019200","tract","C",3
"21503",2015,"36061019300","tract","A",181
"21504",2015,"36061019300","tract","B",406
"21505",2015,"36061019300","tract","C",140
"21506",2015,"36061019400","tract","A",87
"21507",2015,"36061019400","tract","B",290
"21508",2015,"36061019400","tract","C",61
"21509",2015,"36061019500","tract","A",125
"21510",2015,"36061019500","tract","B",243
"21511",2015,"36061019500","tract","C",169
"21512",2015,"36061019600","tract","A",110
"21513",2015,"36061019600","tract","B",247
"21514",2015,"36061019600","tract","C",86
"21515",2015,"36061019702","tract","A",23
"21516",2015,"36061019702","tract","B",75
"21517",2015,"36061019702","tract","C",25
"21518",2015,"36061019800","tract","A",35
"21519",2015,"36061019800","tract","B",103
"21520",2015,"36061019800","tract","C",35
"21521",2015,"36061019900","tract","A",17
"21522",2015,"36061019900","tract","B",93
"21523",2015,"36061019900","tract","C",24
"21524",2015,"36061020000","tract","A",70
"21525",2015,"36061020000","tract","B",155
"21526",2015,"36061020000","tract","C",80
"21527",2015,"36061020102","tract","A",100
"21528",2015,"36061020102","tract","B",254
"21529",2015,"36061020102","tract","C",74
"21530",2015,"36061020300","tract","A",3
"21531",2015,"36061020300","tract","B",6
"21532",2015,"36061020300","tract","C",7
"21533",2015,"36061020500","tract","A",2
"21534",2015,"36061020500","tract","B",8
"21535",2015,"36061020500","tract","C",1
"21536",2015,"36061020600","tract","A",68
"21537",2015,"36061020600","tract","B",191
"21538",2015,"36061020600","tract","C",59
"21539",2015,"36061020701","tract","A",5
"21540",2015,"36061020701","tract","B",28
"21541",2015,"36061020701","tract","C",9
"21542",2015,"36061020800","tract","A",144
"21543",2015,"36061020800","tract","B",377
"21544",2015,"36061020800","tract","C",180
"21545",2015,"36061020901","tract","A",68
"21546",2015,"36061020901","tract","B",151
"21547",2015,"36061020901","tract","C",62
"21548",2015,"36061021000","tract","A",33
"21549",2015,"36061021000","tract","B",81
"21550",2015,"36061021000","tract","C",7
"21551",2015,"36061021100","tract","A",144
"21552",2015,"36061021100","tract","B",331
"21553",2015,"36061021100","tract","C",182
"21554",2015,"36061021200","tract","A",50
"21555",2015,"36061021200","tract","B",122
"21556",2015,"36061021200","tract","C",28
"21557",2015,"36061021303","tract","A",277
"21558",2015,"36061021303","tract","B",799
"21559",2015,"36061021303","tract","C",303
"21560",2015,"36061021400","tract","A",28
"21561",2015,"36061021400","tract","B",154
"21562",2015,"36061021400","tract","C",26
"21563",2015,"36061021500","tract","A",102
"21564",2015,"36061021500","tract","B",249
"21565",2015,"36061021500","tract","C",104
"21566",2015,"36061021600","tract","A",153
"21567",2015,"36061021600","tract","B",441
"21568",2015,"36061021600","tract","C",197
"21569",2015,"36061021800","tract","A",149
"21570",2015,"36061021800","tract","B",249
"21571",2015,"36061021800","tract","C",139
"21572",2015,"36061021900","tract","A",129
"21573",2015,"36061021900","tract","B",337
"21574",2015,"36061021900","tract","C",126
"21575",2015,"36061022000","tract","A",154
"21576",2015,"36061022000","tract","B",428
"21577",2015,"36061022000","tract","C",213
"21578",2015,"36061022102","tract","A",79
"21579",2015,"36061022102","tract","B",200
"21580",2015,"36061022102","tract","C",82
"21581",2015,"36061022200","tract","A",45
"21582",2015,"36061022200","tract","B",91
"21583",2015,"36061022200","tract","C",34
"21584",2015,"36061022301","tract","A",270
"21585",2015,"36061022301","tract","B",767
"21586",2015,"36061022301","tract","C",320
"21587",2015,"36061022302","tract","A",32
"21588",2015,"36061022302","tract","B",91
"21589",2015,"36061022302","tract","C",27
"21590",2015,"36061022400","tract","A",77
"21591",2015,"36061022400","tract","B",254
"21592",2015,"36061022400","tract","C",108
"21593",2015,"36061022500","tract","A",534
"21594",2015,"36061022500","tract","B",1465
"21595",2015,"36061022500","tract","C",510
"21596",2015,"36061022600","tract","A",147
"21597",2015,"36061022600","tract","B",406
"21598",2015,"36061022600","tract","C",190
"21599",2015,"36061022700","tract","A",313
"21600",2015,"36061022700","tract","B",933
"21601",2015,"36061022700","tract","C",399
"21602",2015,"36061022800","tract","A",199
"21603",2015,"36061022800","tract","B",494
"21604",2015,"36061022800","tract","C",237
"21605",2015,"36061022900","tract","A",283
"21606",2015,"36061022900","tract","B",823
"21607",2015,"36061022900","tract","C",407
"21608",2015,"36061023000","tract","A",243
"21609",2015,"36061023000","tract","B",576
"21610",2015,"36061023000","tract","C",273
"21611",2015,"36061023100","tract","A",282
"21612",2015,"36061023100","tract","B",810
"21613",2015,"36061023100","tract","C",287
"21614",2015,"36061023200","tract","A",234
"21615",2015,"36061023200","tract","B",760
"21616",2015,"36061023200","tract","C",280
"21617",2015,"36061023300","tract","A",334
"21618",2015,"36061023300","tract","B",943
"21619",2015,"36061023300","tract","C",455
"21620",2015,"36061023400","tract","A",143
"21621",2015,"36061023400","tract","B",402
"21622",2015,"36061023400","tract","C",166
"21623",2015,"36061023501","tract","A",256
"21624",2015,"36061023501","tract","B",615
"21625",2015,"36061023501","tract","C",243
"21626",2015,"36061023502","tract","A",80
"21627",2015,"36061023502","tract","B",230
"21628",2015,"36061023502","tract","C",80
"21629",2015,"36061023600","tract","A",127
"21630",2015,"36061023600","tract","B",434
"21631",2015,"36061023600","tract","C",119
"21632",2015,"36061023700","tract","A",327
"21633",2015,"36061023700","tract","B",794
"21634",2015,"36061023700","tract","C",349
"21635",2015,"36061023801","tract","A",22
"21636",2015,"36061023801","tract","B",25
"21637",2015,"36061023801","tract","C",6
"21638",2015,"36061023802","tract","A",4
"21639",2015,"36061023802","tract","B",1
"21640",2015,"36061023802","tract","C",1
"21641",2015,"36061023900","tract","A",79
"21642",2015,"36061023900","tract","B",235
"21643",2015,"36061023900","tract","C",62
"21644",2015,"36061024100","tract","A",245
"21645",2015,"36061024100","tract","B",611
"21646",2015,"36061024100","tract","C",229
"21647",2015,"36061024200","tract","A",151
"21648",2015,"36061024200","tract","B",401
"21649",2015,"36061024200","tract","C",110
"21650",2015,"36061024301","tract","A",195
"21651",2015,"36061024301","tract","B",463
"21652",2015,"36061024301","tract","C",242
"21653",2015,"36061024500","tract","A",891
"21654",2015,"36061024500","tract","B",2310
"21655",2015,"36061024500","tract","C",922
"21656",2015,"36061024700","tract","A",295
"21657",2015,"36061024700","tract","B",775
"21658",2015,"36061024700","tract","C",338
"21659",2015,"36061024900","tract","A",30
"21660",2015,"36061024900","tract","B",90
"21661",2015,"36061024900","tract","C",31
"21662",2015,"36061025100","tract","A",73
"21663",2015,"36061025100","tract","B",155
"21664",2015,"36061025100","tract","C",95
"21665",2015,"36061025300","tract","A",434
"21666",2015,"36061025300","tract","B",982
"21667",2015,"36061025300","tract","C",405
"21668",2015,"36061025500","tract","A",117
"21669",2015,"36061025500","tract","B",257
"21670",2015,"36061025500","tract","C",115
"21671",2015,"36061025700","tract","A",118
"21672",2015,"36061025700","tract","B",269
"21673",2015,"36061025700","tract","C",117
"21674",2015,"36061025900","tract","A",50
"21675",2015,"36061025900","tract","B",184
"21676",2015,"36061025900","tract","C",92
"21677",2015,"36061026100","tract","A",403
"21678",2015,"36061026100","tract","B",1141
"21679",2015,"36061026100","tract","C",524
"21680",2015,"36061026300","tract","A",192
"21681",2015,"36061026300","tract","B",578
"21682",2015,"36061026300","tract","C",239
"21683",2015,"36061026500","tract","A",142
"21684",2015,"36061026500","tract","B",360
"21685",2015,"36061026500","tract","C",172
"21686",2015,"36061026700","tract","A",42
"21687",2015,"36061026700","tract","B",103
"21688",2015,"36061026700","tract","C",35
"21689",2015,"36061026900","tract","A",376
"21690",2015,"36061026900","tract","B",1094
"21691",2015,"36061026900","tract","C",477
"21692",2015,"36061027100","tract","A",293
"21693",2015,"36061027100","tract","B",863
"21694",2015,"36061027100","tract","C",301
"21695",2015,"36061027300","tract","A",50
"21696",2015,"36061027300","tract","B",165
"21697",2015,"36061027300","tract","C",45
"21698",2015,"36061027500","tract","A",60
"21699",2015,"36061027500","tract","B",109
"21700",2015,"36061027500","tract","C",35
"21701",2015,"36061027700","tract","A",396
"21702",2015,"36061027700","tract","B",933
"21703",2015,"36061027700","tract","C",384
"21704",2015,"36061027900","tract","A",381
"21705",2015,"36061027900","tract","B",896
"21706",2015,"36061027900","tract","C",360
"21707",2015,"36061028100","tract","A",28
"21708",2015,"36061028100","tract","B",30
"21709",2015,"36061028100","tract","C",12
"21710",2015,"36061028300","tract","A",177
"21711",2015,"36061028300","tract","B",393
"21712",2015,"36061028300","tract","C",161
"21713",2015,"36061028500","tract","A",261
"21714",2015,"36061028500","tract","B",714
"21715",2015,"36061028500","tract","C",320
"21716",2015,"36061028700","tract","A",101
"21717",2015,"36061028700","tract","B",283
"21718",2015,"36061028700","tract","C",83
"21719",2015,"36061029100","tract","A",509
"21720",2015,"36061029100","tract","B",1617
"21721",2015,"36061029100","tract","C",479
"21722",2015,"36061029300","tract","A",538
"21723",2015,"36061029300","tract","B",1631
"21724",2015,"36061029300","tract","C",453
"21725",2015,"36061029500","tract","A",163
"21726",2015,"36061029500","tract","B",505
"21727",2015,"36061029500","tract","C",199
"21728",2015,"36061029900","tract","A",47
"21729",2015,"36061029900","tract","B",161
"21730",2015,"36061029900","tract","C",30
"21731",2015,"36061030300","tract","A",146
"21732",2015,"36061030300","tract","B",504
"21733",2015,"36061030300","tract","C",171
"21734",2015,"36061030700","tract","A",42
"21735",2015,"36061030700","tract","B",60
"21736",2015,"36061030700","tract","C",24
"21737",2015,"36061030900","tract","A",179
"21738",2015,"36061030900","tract","B",478
"21739",2015,"36061030900","tract","C",197
"21740",2015,"36061031703","tract","A",3
"21741",2015,"36061031704","tract","A",14
"21742",2015,"36061031704","tract","B",26
"21743",2015,"36061031704","tract","C",2
"21744",2015,"36081000100","tract","A",1
"21745",2015,"36081000100","tract","B",2
"21746",2015,"36081000200","tract","A",10
"21747",2015,"36081000200","tract","B",27
"21748",2015,"36081000200","tract","C",6
"21749",2015,"36081000400","tract","A",18
"21750",2015,"36081000400","tract","B",68
"21751",2015,"36081000400","tract","C",19
"21752",2015,"36081000600","tract","A",24
"21753",2015,"36081000600","tract","B",68
"21754",2015,"36081000600","tract","C",17
"21755",2015,"36081000700","tract","A",38
"21756",2015,"36081000700","tract","B",121
"21757",2015,"36081000700","tract","C",44
"21758",2015,"36081000800","tract","A",5
"21759",2015,"36081000800","tract","B",13
"21760",2015,"36081000800","tract","C",8
"21761",2015,"36081001000","tract","A",8
"21762",2015,"36081001000","tract","B",38
"21763",2015,"36081001000","tract","C",14
"21764",2015,"36081001200","tract","A",3
"21765",2015,"36081001200","tract","B",7
"21766",2015,"36081001200","tract","C",3
"21767",2015,"36081001400","tract","A",43
"21768",2015,"36081001400","tract","B",68
"21769",2015,"36081001400","tract","C",12
"21770",2015,"36081001600","tract","A",6
"21771",2015,"36081001600","tract","B",15
"21772",2015,"36081001600","tract","C",13
"21773",2015,"36081001800","tract","A",15
"21774",2015,"36081001800","tract","B",44
"21775",2015,"36081001800","tract","C",16
"21776",2015,"36081002000","tract","B",7
"21777",2015,"36081002200","tract","A",9
"21778",2015,"36081002200","tract","B",36
"21779",2015,"36081002200","tract","C",13
"21780",2015,"36081002400","tract","A",11
"21781",2015,"36081002400","tract","B",56
"21782",2015,"36081002400","tract","C",10
"21783",2015,"36081002600","tract","A",4
"21784",2015,"36081002600","tract","B",22
"21785",2015,"36081002600","tract","C",4
"21786",2015,"36081002800","tract","A",2
"21787",2015,"36081002800","tract","B",8
"21788",2015,"36081002800","tract","C",7
"21789",2015,"36081003000","tract","A",2
"21790",2015,"36081003000","tract","B",4
"21791",2015,"36081003000","tract","C",2
"21792",2015,"36081003100","tract","A",8
"21793",2015,"36081003100","tract","B",26
"21794",2015,"36081003100","tract","C",7
"21795",2015,"36081003200","tract","A",2
"21796",2015,"36081003200","tract","B",10
"21797",2015,"36081003200","tract","C",5
"21798",2015,"36081003300","tract","A",45
"21799",2015,"36081003300","tract","B",126
"21800",2015,"36081003300","tract","C",38
"21801",2015,"36081003400","tract","A",4
"21802",2015,"36081003400","tract","B",16
"21803",2015,"36081003400","tract","C",12
"21804",2015,"36081003600","tract","A",8
"21805",2015,"36081003600","tract","B",15
"21806",2015,"36081003600","tract","C",11
"21807",2015,"36081003800","tract","A",16
"21808",2015,"36081003800","tract","B",36
"21809",2015,"36081003800","tract","C",7
"21810",2015,"36081003900","tract","A",10
"21811",2015,"36081003900","tract","B",21
"21812",2015,"36081003900","tract","C",15
"21813",2015,"36081004001","tract","B",15
"21814",2015,"36081004001","tract","C",2
"21815",2015,"36081004002","tract","A",10
"21816",2015,"36081004002","tract","B",37
"21817",2015,"36081004002","tract","C",9
"21818",2015,"36081004200","tract","A",7
"21819",2015,"36081004200","tract","B",20
"21820",2015,"36081004200","tract","C",6
"21821",2015,"36081004401","tract","A",6
"21822",2015,"36081004401","tract","B",6
"21823",2015,"36081004401","tract","C",3
"21824",2015,"36081004500","tract","A",2
"21825",2015,"36081004500","tract","B",2
"21826",2015,"36081004500","tract","C",3
"21827",2015,"36081004700","tract","A",2
"21828",2015,"36081004700","tract","B",23
"21829",2015,"36081004700","tract","C",7
"21830",2015,"36081005100","tract","A",16
"21831",2015,"36081005100","tract","B",39
"21832",2015,"36081005100","tract","C",21
"21833",2015,"36081005200","tract","A",17
"21834",2015,"36081005200","tract","B",49
"21835",2015,"36081005200","tract","C",33
"21836",2015,"36081005300","tract","A",10
"21837",2015,"36081005300","tract","B",50
"21838",2015,"36081005300","tract","C",11
"21839",2015,"36081005400","tract","A",8
"21840",2015,"36081005400","tract","B",42
"21841",2015,"36081005400","tract","C",8
"21842",2015,"36081005500","tract","A",20
"21843",2015,"36081005500","tract","B",52
"21844",2015,"36081005500","tract","C",23
"21845",2015,"36081005700","tract","A",30
"21846",2015,"36081005700","tract","B",109
"21847",2015,"36081005700","tract","C",26
"21848",2015,"36081005800","tract","A",5
"21849",2015,"36081005800","tract","B",25
"21850",2015,"36081005800","tract","C",15
"21851",2015,"36081005900","tract","A",7
"21852",2015,"36081005900","tract","B",30
"21853",2015,"36081005900","tract","C",13
"21854",2015,"36081006100","tract","A",30
"21855",2015,"36081006100","tract","B",63
"21856",2015,"36081006100","tract","C",21
"21857",2015,"36081006201","tract","A",18
"21858",2015,"36081006201","tract","B",41
"21859",2015,"36081006201","tract","C",5
"21860",2015,"36081006202","tract","A",11
"21861",2015,"36081006202","tract","B",30
"21862",2015,"36081006202","tract","C",18
"21863",2015,"36081006300","tract","A",26
"21864",2015,"36081006300","tract","B",73
"21865",2015,"36081006300","tract","C",36
"21866",2015,"36081006501","tract","A",27
"21867",2015,"36081006501","tract","B",77
"21868",2015,"36081006501","tract","C",35
"21869",2015,"36081006502","tract","A",25
"21870",2015,"36081006502","tract","B",40
"21871",2015,"36081006502","tract","C",15
"21872",2015,"36081006900","tract","A",21
"21873",2015,"36081006900","tract","B",56
"21874",2015,"36081006900","tract","C",25
"21875",2015,"36081007100","tract","A",14
"21876",2015,"36081007100","tract","B",44
"21877",2015,"36081007100","tract","C",13
"21878",2015,"36081007300","tract","A",15
"21879",2015,"36081007300","tract","B",35
"21880",2015,"36081007300","tract","C",20
"21881",2015,"36081007500","tract","A",23
"21882",2015,"36081007500","tract","B",68
"21883",2015,"36081007500","tract","C",22
"21884",2015,"36081007700","tract","A",1
"21885",2015,"36081007700","tract","B",14
"21886",2015,"36081007700","tract","C",4
"21887",2015,"36081007900","tract","A",27
"21888",2015,"36081007900","tract","B",100
"21889",2015,"36081007900","tract","C",46
"21890",2015,"36081008100","tract","A",7
"21891",2015,"36081008100","tract","B",5
"21892",2015,"36081008100","tract","C",9
"21893",2015,"36081008300","tract","A",17
"21894",2015,"36081008300","tract","B",64
"21895",2015,"36081008300","tract","C",28
"21896",2015,"36081008500","tract","B",7
"21897",2015,"36081008500","tract","C",4
"21898",2015,"36081008600","tract","A",4
"21899",2015,"36081008600","tract","B",18
"21900",2015,"36081008600","tract","C",7
"21901",2015,"36081008700","tract","A",11
"21902",2015,"36081008700","tract","B",34
"21903",2015,"36081008700","tract","C",8
"21904",2015,"36081008800","tract","A",1
"21905",2015,"36081008800","tract","B",9
"21906",2015,"36081008800","tract","C",1
"21907",2015,"36081009100","tract","A",10
"21908",2015,"36081009100","tract","B",11
"21909",2015,"36081009100","tract","C",9
"21910",2015,"36081009400","tract","A",20
"21911",2015,"36081009400","tract","B",20
"21912",2015,"36081009400","tract","C",15
"21913",2015,"36081009500","tract","A",15
"21914",2015,"36081009500","tract","B",38
"21915",2015,"36081009500","tract","C",4
"21916",2015,"36081009600","tract","B",10
"21917",2015,"36081009600","tract","C",1
"21918",2015,"36081009700","tract","A",3
"21919",2015,"36081009700","tract","B",26
"21920",2015,"36081009700","tract","C",10
"21921",2015,"36081009800","tract","A",3
"21922",2015,"36081009800","tract","B",18
"21923",2015,"36081009800","tract","C",4
"21924",2015,"36081010000","tract","A",5
"21925",2015,"36081010000","tract","B",30
"21926",2015,"36081010000","tract","C",9
"21927",2015,"36081010100","tract","B",14
"21928",2015,"36081010100","tract","C",1
"21929",2015,"36081010200","tract","A",10
